,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors,FlippingMomentumBefore,FlippingMomentumAfter
10,../normshapes/AircraftBuoyant/m1348.obj,../shapes/AircraftBuoyant/m1348.obj,5433,[ 8.19084266e-11  4.75160343e-11 -6.22355858e-10],[ 8.19084266e-11  4.75160343e-11 -6.22355858e-10],[1.05174649 1.05174649 1.05174649],0.2846571,1.1030947,[-0.15217607  0.15982877 -0.18042827  0.16521735 -0.4543504   0.5456496 ],[0. 0. 0.],10741,AircraftBuoyant,Triangle,[0.00542661 0.08254802 0.00639347],"[[ 1.00000000e+00 -2.80328250e-10  6.94222992e-09]
 [-6.94222992e-09 -2.08073808e-10  1.00000000e+00]
 [ 2.80328249e-10  1.00000000e+00  2.08073735e-10]]",[0.08403906 0.00363696 0.00639012],"[[ 0.00150281  0.99990749  0.01351893]
 [ 0.01486452 -0.01353978  0.99979784]
 [-0.99988839  0.00130156  0.01488349]]","[np.float64(44.341454400358124), np.float64(53.60095788827953), np.float64(439.1465813525391)]","[np.float32(0.18988134), np.float32(0.0854699), np.float32(61.96244)]"
11,../normshapes/AircraftBuoyant/m1349.obj,../shapes/AircraftBuoyant/m1349.obj,5316,[4.90290527e-12 3.37984382e-11 2.12229117e-11],[4.90290527e-12 3.37984382e-11 2.12229117e-11],[1.04767227 1.04767227 1.04767227],0.25819927,1.0922431,[-0.12944996  0.1310589  -0.17168418  0.18205298 -0.5218351   0.47816497],[0. 0. 0.],10552,AircraftBuoyant,Triangle,[0.00462555 0.06676609 0.00889612],"[[ 1.00000000e+00 -1.60971008e-10 -6.45771049e-11]
 [-6.45771049e-11  5.21499016e-10 -1.00000000e+00]
 [-1.60971008e-10 -1.00000000e+00 -5.21499225e-10]]",[0.0509046  0.0106754  0.00553908],"[[-9.98584858e-01  5.31815923e-02 -1.52739690e-05]
 [ 5.31815657e-02  9.98584574e-01  7.54565085e-04]
 [-5.53813225e-05 -7.52684974e-04  9.99999715e-01]]","[np.float64(193.0566926626582), np.float64(23.405487464511353), np.float64(17.250956457524758)]","[np.float32(0.11666806), np.float32(7.8630486), np.float32(30.37755)]"
12,../normshapes/AircraftBuoyant/m1350.obj,../shapes/AircraftBuoyant/m1350.obj,7999,[-9.37527298e-10  1.26987518e-09 -3.47673844e-09],[-9.37527298e-10  1.26987518e-09 -3.47673844e-09],[1.04777503 1.04777503 1.04777503],0.2799188,1.082712,[-0.12833826  0.14876758 -0.13525502  0.17373961 -0.4809693   0.51903075],[0. 0. 0.],15972,AircraftBuoyant,Triangle,[0.00540889 0.0073471  0.0796411 ],"[[ 1.00000000e+00  1.18008989e-08  1.06806996e-10]
 [ 1.18008989e-08 -1.00000000e+00 -1.83140993e-09]
 [-1.06806974e-10 -1.83141002e-09  1.00000000e+00]]",[0.03387363 0.00393676 0.00603303],"[[-9.91325458e-01 -1.31429968e-01  1.10165009e-07]
 [-5.75758147e-08 -4.03931001e-07 -1.00000000e+00]
 [-1.31429968e-01  9.91325458e-01 -3.92859897e-07]]","[np.float64(327.8773008518311), np.float64(60.99812390482666), np.float64(18.686786160112614)]","[np.float32(0.9691676), np.float32(11.500923), np.float32(232.0064)]"
13,../normshapes/AircraftBuoyant/m1351.obj,../shapes/AircraftBuoyant/m1351.obj,8000,[-1.17154332e-09 -1.94790843e-10 -1.49069820e-09],[-1.17154332e-09 -1.94790843e-10 -1.49069820e-09],[-1.05110598 -1.05110598 -1.05110598],0.20666672,1.045624,[-0.07672083  0.16036339 -0.09628332  0.09638432 -0.28181636  0.7181836 ],[0. 0. 0.],14918,AircraftBuoyant,Triangle,[0.00229946 0.05001643 0.00423678],"[[ 1.00000000e+00  1.24284474e-09 -3.18985936e-10]
 [ 3.18985936e-10 -2.05778772e-13  1.00000000e+00]
 [-1.24284474e-09  1.00000000e+00  2.06009966e-13]]",[0.00428565 0.03588715 0.00167125],"[[ 1.00000000e+00 -2.52304108e-06 -2.72694628e-06]
 [ 2.55182995e-06 -6.69796966e-02  9.97754339e-01]
 [ 2.70002522e-06  9.97754339e-01  6.69796966e-02]]","[np.float64(439.04892057723464), np.float64(217.425280986755), np.float64(3489.0184111759518)]","[np.float32(6.669763), np.float32(0.19368361), np.float32(197.07639)]"
14,../normshapes/AircraftBuoyant/m1352.obj,../shapes/AircraftBuoyant/m1352.obj,8000,[ 5.50924142e-11  7.56501151e-10 -1.32320110e-11],[ 5.50924142e-11  7.56501151e-10 -1.32320110e-11],[-1.05292296 -1.05292296 -1.05292296],0.2755989,1.1157235,[-0.1774578   0.14875124 -0.17629935  0.19575791 -0.44245213  0.55754787],[0. 0. 0.],15895,AircraftBuoyant,Triangle,[0.00636352 0.06890765 0.01021389],"[[ 1.00000000e+00 -7.92371684e-10 -1.13549798e-09]
 [-1.13549798e-09 -2.75248046e-10 -1.00000000e+00]
 [-7.92371684e-10 -1.00000000e+00  2.75248061e-10]]",[0.07047498 0.01012987 0.00495225],"[[ 0.99999658 -0.0023833  -0.00107235]
 [-0.00238531 -0.99999539 -0.00187921]
 [ 0.00106786 -0.00188176  0.99999766]]","[np.float64(1819.4790267161288), np.float64(286.88335645341334), np.float64(234.58376811291905)]","[np.float32(1.3780665), np.float32(8.463643), np.float32(64.34891)]"
15,../normshapes/Apartment/D00045.obj,../shapes/Apartment/D00045.obj,7977,[-1.25833432e-09 -3.15629710e-09  2.11100367e-09],[-1.25833432e-09 -3.15629710e-09  2.11100367e-09],[-0.73705095 -0.73705095 -0.73705095],0.3348241,1.4855312,[-0.25346226  0.24397805 -0.5177094   0.48229071 -0.5016244   0.4778428 ],[0. 0. 0.],10718,Apartment,Triangle,[0.01847067 0.06365232 0.03295043],"[[ 1.00000000e+00  4.88508428e-09  5.02748053e-09]
 [ 5.02748056e-09 -5.07088027e-09 -1.00000000e+00]
 [ 4.88508426e-09 -1.00000000e+00  5.07087982e-09]]",[0.10693727 0.03665936 0.06283398],"[[ 0.9780651   0.17381015  0.11479853]
 [ 0.09703149  0.10750378 -0.98945835]
 [ 0.18431918 -0.97889375 -0.08828064]]","[np.float64(762.5329321046736), np.float64(366.151778687253), np.float64(-391.9483867523357)]","[np.float32(4.8015547), np.float32(26.761911), np.float32(1.6656609)]"
16,../normshapes/Apartment/D00086.obj,../shapes/Apartment/D00086.obj,7913,[-7.31196501e-10 -9.35565581e-10 -1.36780739e-09],[-7.31196501e-10 -9.35565581e-10 -1.36780739e-09],[0.55845952 0.55845952 0.55845952],0.2867444,1.393613,[-0.14199379  0.15747824 -0.18873692  0.734558   -0.49956313  0.50043684],[0. 0. 0.],16136,Apartment,Triangle,[0.0056276  0.01964778 0.07096599],"[[ 1.00000000e+00 -1.04975048e-08 -8.26536943e-10]
 [-1.04975048e-08 -1.00000000e+00 -7.97323275e-09]
 [ 8.26536859e-10 -7.97323264e-09  1.00000000e+00]]",[0.17361445 0.04179797 0.01156898],"[[ 0.99634248  0.08495874  0.00914742]
 [ 0.08435384 -0.99500204  0.05343571]
 [-0.01364153  0.05246865  0.99852939]]","[np.float64(76.37174671769006), np.float64(-521.6650464665643), np.float64(-169.43508234597337)]","[np.float32(6.717449), np.float32(45.293358), np.float32(7.551036)]"
17,../normshapes/Apartment/D00138.obj,../shapes/Apartment/D00138.obj,8000,[-2.60843592e-10  4.03945023e-10  5.42050770e-10],[-2.60843592e-10  4.03945023e-10  5.42050770e-10],[0.64094526 0.64094526 0.64094526],0.12793392,1.2895235,[-0.09079994  0.25082508 -0.22079936  0.51822925 -0.45927864  0.5407214 ],[0. 0. 0.],15722,Apartment,Triangle,[0.00271106 0.01685004 0.00789919],"[[ 1.00000000e+00  1.33584625e-09 -1.37399300e-09]
 [ 1.37399300e-09  3.74417969e-09  1.00000000e+00]
 [-1.33584625e-09  1.00000000e+00 -3.74417945e-09]]",[0.04053749 0.00691138 0.01949903],"[[-9.99477518e-01 -3.23201585e-02  3.12138651e-04]
 [-4.84730955e-04  2.46447275e-02  9.99696155e-01]
 [ 3.23180308e-02 -9.99173681e-01  2.46475177e-02]]","[np.float64(-413.5686735369281), np.float64(-649.9498068187443), np.float64(139.61577862706665)]","[np.float32(13.647883), np.float32(28.498798), np.float32(11.7258625)]"
18,../normshapes/Apartment/D00156.obj,../shapes/Apartment/D00156.obj,7980,[6.75994816e-10 1.21200312e-10 3.30229639e-09],[6.75994816e-10 1.21200312e-10 3.30229639e-09],[0.60993129 0.60993129 0.60993129],0.39339852,1.4553906,[-0.34571677  0.36199033 -0.3104382   0.47525415 -0.49886572  0.50113434],[0. 0. 0.],12473,Apartment,Triangle,[0.01192354 0.06649833 0.08688999],"[[ 1.00000000e+00  5.39764136e-09  1.19169053e-09]
 [ 5.39764133e-09 -1.00000000e+00  2.81677509e-08]
 [-1.19169068e-09  2.81677502e-08  1.00000000e+00]]",[0.23687052 0.19412456 0.02931208],"[[ 0.96834428  0.24787906  0.02941638]
 [ 0.24955815 -0.96395407 -0.09226745]
 [-0.00548487 -0.09668775  0.99529965]]","[np.float64(-470.5643850912406), np.float64(2428.5287942845025), np.float64(-199.06809227329393)]","[np.float32(6.883055), np.float32(155.23354), np.float32(0.54102445)]"
19,../normshapes/Apartment/D00310.obj,../shapes/Apartment/D00310.obj,7939,[-1.77889328e-10 -4.13165148e-09 -3.72385761e-09],[-1.77889328e-10 -4.13165148e-09 -3.72385761e-09],[0.55813396 0.55813396 0.55813396],0.32477275,1.1930697,[-0.19025381  0.19492754 -0.22620164  0.29825112 -0.45593894  0.54406106],[0. 0. 0.],8506,Apartment,Triangle,[0.00808404 0.08795505 0.02354578],"[[ 1.00000000e+00 -3.57580283e-10 -3.65852899e-11]
 [-3.65852906e-11 -2.14871936e-09 -1.00000000e+00]
 [-3.57580283e-10 -1.00000000e+00  2.14871914e-09]]",[0.27760058 0.07429363 0.02494206],"[[ 0.99840528 -0.051258   -0.02365413]
 [-0.05083436 -0.99854167  0.01817693]
 [ 0.02455135  0.0169455   0.99955494]]","[np.float64(725.7491051415143), np.float64(75.310039846715), np.float64(-37.28226438825047)]","[np.float32(0.7501177), np.float32(30.675867), np.float32(20.163233)]"
20,../normshapes/Apartment/D00348.obj,../shapes/Apartment/D00348.obj,8000,[-1.83341228e-09  4.95039558e-09 -4.10409484e-10],[-1.83341228e-09  4.95039558e-09 -4.10409484e-10],[-0.60828716 -0.60828716 -0.60828716],0.37852502,1.4515969,[-0.3118346   0.42074594 -0.37333184  0.38195568 -0.47477794  0.5252221 ],[0. 0. 0.],15503,Apartment,Triangle,[0.03297996 0.0349313  0.08575728],"[[ 1.00000000e+00  2.90243140e-07  5.68158543e-09]
 [ 2.90243140e-07 -1.00000000e+00 -6.10980670e-09]
 [-5.68158366e-09 -6.10980841e-09  1.00000000e+00]]",[0.19116995 0.08250579 0.0048928 ],"[[ 0.99625917  0.0792821   0.03438053]
 [ 0.07734198 -0.99551387  0.05450098]
 [-0.03854724  0.05163804  0.99792165]]","[np.float64(-284.7292275423611), np.float64(107.33872919155625), np.float64(5.056058701164324)]","[np.float32(79.45972), np.float32(43.910534), np.float32(63.74571)]"
21,../normshapes/Apartment/D00366.obj,../shapes/Apartment/D00366.obj,8000,[6.06991926e-10 1.69699223e-09 2.68782446e-09],[6.06991926e-10 1.69699223e-09 2.68782446e-09],[0.61901301 0.61901301 0.61901301],0.393152,1.3787547,[-0.29071075  0.30084026 -0.3570626   0.38525277 -0.49398023  0.5060198 ],[0. 0. 0.],15927,Apartment,Triangle,[0.02869472 0.04762779 0.08694876],"[[ 1.00000000e+00 -4.09230896e-08 -3.04824747e-09]
 [-4.09230896e-08 -1.00000000e+00  1.26600362e-09]
 [ 3.04824752e-09  1.26600383e-09  1.00000000e+00]]",[0.20970553 0.1047377  0.08072606],"[[ 0.99661581  0.07339569  0.03701341]
 [ 0.08181126 -0.92941841 -0.35984488]
 [-0.00798988 -0.36165521  0.93227768]]","[np.float64(-106.83226312316168), np.float64(-129.58398059235523), np.float64(0.3135948308215266)]","[np.float32(10.744485), np.float32(32.896076), np.float32(93.623116)]"
22,../normshapes/Apartment/D00478.obj,../shapes/Apartment/D00478.obj,7955,[-1.33474447e-09  1.06473876e-09  6.30282321e-09],[-1.33474447e-09  1.06473876e-09  6.30282321e-09],[0.60203511 0.60203511 0.60203511],0.35142493,1.3144321,[-0.24750793  0.28079066 -0.39519313  0.2746074  -0.5033489   0.49665102],[0. 0. 0.],9297,Apartment,Triangle,[0.01633277 0.03126813 0.08489495],"[[ 1.00000000e+00  2.39622955e-09  3.02854094e-10]
 [ 2.39622955e-09 -1.00000000e+00  2.55431796e-09]
 [-3.02854100e-10  2.55431809e-09  1.00000000e+00]]",[0.22955209 0.08497148 0.04703554],"[[ 0.99813753  0.05380708  0.02874478]
 [ 0.05804459 -0.98265489 -0.17612551]
 [-0.0187694  -0.17746596  0.98394794]]","[np.float64(1000.1630120665887), np.float64(-923.0425551320268), np.float64(111.37062472960157)]","[np.float32(32.608494), np.float32(12.242911), np.float32(4.211053)]"
23,../normshapes/Apartment/D00496.obj,../shapes/Apartment/D00496.obj,7737,[-1.99126324e-10 -4.04451835e-11  1.52224281e-11],[-1.99126324e-10 -4.04451835e-11  1.52224281e-11],[-0.6368953 -0.6368953 -0.6368953],0.33052087,1.3257563,[-0.17019738  0.17893536 -0.3219033   0.6780967  -0.41149798  0.38583267],[0. 0. 0.],4956,Apartment,Triangle,[0.01945853 0.04828231 0.05104363],"[[ 1.00000000e+00 -2.19755330e-09  6.50940339e-10]
 [-2.19755306e-09 -1.00000000e+00 -3.62984748e-07]
 [-6.50941137e-10 -3.62984747e-07  1.00000000e+00]]",[0.04797047 0.11902877 0.12583616],"[[ 5.27407648e-02  9.10681880e-01 -4.09727868e-01]
 [ 2.31046565e-02  4.09076259e-01  9.12207646e-01]
 [-9.98340917e-01  5.75771505e-02 -5.34002712e-04]]","[np.float64(31.02537890692893), np.float64(-1.2808987741087714), np.float64(-43.93735668899396)]","[np.float32(7.114646), np.float32(25.502365), np.float32(0.9612481)]"
24,../normshapes/Apartment/D00626.obj,../shapes/Apartment/D00626.obj,7942,[ 1.09112670e-09 -9.09240016e-10 -4.03783262e-09],[ 1.09112670e-09 -9.09240016e-10 -4.03783262e-09],[0.56016362 0.56016362 0.56016362],0.36515114,1.160868,[-0.09784736  0.32045406 -0.19205132  0.2234466  -0.4842301   0.51576984],[0. 0. 0.],7559,Apartment,Triangle,[0.01215412 0.0248463  0.10916616],"[[ 1.00000000e+00 -3.68472752e-08  2.14791810e-09]
 [-3.68472752e-08 -1.00000000e+00  2.95896392e-10]
 [-2.14791809e-09  2.95896589e-10  1.00000000e+00]]",[0.25056353 0.06264458 0.0446895 ],"[[ 9.99660294e-01 -2.60456588e-02  9.59735326e-04]
 [-2.55284030e-02 -9.85901061e-01 -1.65370488e-01]
 [-5.25338739e-03 -1.65289810e-01  9.86231048e-01]]","[np.float64(-936.6246463435742), np.float64(-1616.6504260855604), np.float64(781.7830224850202)]","[np.float32(65.9674), np.float32(13.478123), np.float32(37.042915)]"
25,../normshapes/Apartment/D00639.obj,../shapes/Apartment/D00639.obj,8000,[-4.06444087e-11 -7.87916335e-10 -1.69751002e-09],[-4.06444087e-11 -7.87916335e-10 -1.69751002e-09],[0.63656694 0.63656694 0.63656694],0.34692267,1.3284963,[-0.2898007   0.30072746 -0.31738696  0.32773256 -0.43854097  0.56145895],[0. 0. 0.],14790,Apartment,Triangle,[0.02101344 0.02946036 0.08120553],"[[ 1.00000000e+00 -5.07311125e-08 -2.19333506e-09]
 [-5.07311125e-08 -1.00000000e+00  2.88747165e-09]
 [ 2.19333520e-09  2.88747168e-09  1.00000000e+00]]",[0.19643149 0.05736936 0.08108464],"[[ 0.98329075  0.18155036  0.01337046]
 [ 0.03728557 -0.12896214 -0.99094831]
 [ 0.17818274 -0.97488883  0.13357649]]","[np.float64(1292.2506364629287), np.float64(-89.00648720205788), np.float64(-462.96675254221947)]","[np.float32(11.371343), np.float32(14.571834), np.float32(33.88231)]"
26,../normshapes/Apartment/D00651.obj,../shapes/Apartment/D00651.obj,7980,[1.11061202e-09 1.04767954e-09 3.08387178e-09],[1.11061202e-09 1.04767954e-09 3.08387178e-09],[0.61014104 0.61014104 0.61014104],0.39341187,1.4553505,[-0.34610254  0.362032   -0.30947468  0.47575808 -0.49891245  0.5010876 ],[0. 0. 0.],12478,Apartment,Triangle,[0.01194377 0.06652085 0.08688008],"[[-1.00000000e+00 -3.02112041e-09 -2.14903638e-09]
 [-3.02111999e-09  1.00000000e+00 -1.92233832e-07]
 [-2.14903696e-09  1.92233831e-07  1.00000000e+00]]",[0.23687052 0.19412456 0.02931208],"[[ 0.76177253 -0.64632238 -0.04438462]
 [-0.64780794 -0.75921088 -0.06279896]
 [-0.00689109 -0.07659123  0.99703876]]","[np.float64(-1871.472406002448), np.float64(-2045.1985844440758), np.float64(235.92535044360855)]","[np.float32(7.0197783), np.float32(161.18782), np.float32(0.6187905)]"
