Path,ReturnCode
../shapes/Car/m1542.obj,0
../shapes/Cellphone/D00440.obj,0
../shapes/Cellphone/D00559.obj,0
../shapes/Cellphone/D00312.obj,0
../shapes/Cellphone/D00817.obj,0
../shapes/Cellphone/D00079.obj,0
../shapes/Chess/D01049.obj,0
../shapes/Chess/D01017.obj,0
../shapes/Chess/D01112.obj,0
../shapes/Chess/D01021.obj,0
../shapes/Chess/m1601.obj,0
../shapes/Chess/m1610.obj,0
../shapes/City/D01039.obj,0
../shapes/City/D01007.obj,-11
../shapes/City/D01090.obj,0
../shapes/City/D01192.obj,-11
../shapes/ClassicPiano/D00120.obj,0
../shapes/ClassicPiano/D00983.obj,0
../shapes/ClassicPiano/D00034.obj,0
../shapes/ClassicPiano/D00305.obj,0
../shapes/ClassicPiano/D00279.obj,0
../shapes/ClassicPiano/D00233.obj,0
../shapes/Computer/m1777.obj,0
../shapes/Computer/m1764.obj,0
../shapes/Computer/D01028.obj,0
../shapes/Computer/m1773.obj,0
../shapes/Computer/D01073.obj,0
../shapes/Computer/D01115.obj,-11
../shapes/ComputerKeyboard/D00127.obj,0
../shapes/ComputerKeyboard/D00569.obj,0
../shapes/ComputerKeyboard/D00990.obj,-11
../shapes/ComputerKeyboard/D00600.obj,-11
../shapes/ComputerKeyboard/D00525.obj,0
../shapes/ComputerKeyboard/D00197.obj,0
../shapes/Cup/D00035.obj,0
../shapes/Cup/m498.obj,0
../shapes/Cup/D00882.obj,0
../shapes/Cup/D00206.obj,0
../shapes/Cup/D00363.obj,0
../shapes/Cup/D00638.obj,0
../shapes/DeskLamp/m614.obj,0
../shapes/DeskLamp/m605.obj,0
../shapes/DeskLamp/D00776.obj,0
../shapes/DeskLamp/m604.obj,0
../shapes/DeskLamp/m616.obj,0
../shapes/DeskLamp/D00547.obj,0
../shapes/DeskPhone/D00135.obj,0
../shapes/DeskPhone/D00556.obj,0
../shapes/DeskPhone/D00680.obj,0
../shapes/DeskPhone/D00220.obj,-11
../shapes/DeskPhone/D00706.obj,0
../shapes/DeskPhone/D00316.obj,0
../shapes/Door/m1707.obj,0
../shapes/Door/m1723.obj,0
../shapes/Door/D01114.obj,0
../shapes/Door/m1728.obj,0
../shapes/Door/D01005.obj,0
../shapes/Door/m1713.obj,0
../shapes/Drum/D00596.obj,0
../shapes/Drum/D00189.obj,0
../shapes/Drum/D00193.obj,0
../shapes/Drum/D00063.obj,0
../shapes/Drum/D00026.obj,0
../shapes/Drum/D00297.obj,0
../shapes/Fish/D00142.obj,0
../shapes/Fish/D00450.obj,0
../shapes/Fish/D00850.obj,0
../shapes/Fish/D00748.obj,0
../shapes/FloorLamp/m622.obj,0
../shapes/FloorLamp/D00981.obj,0
../shapes/FloorLamp/D00228.obj,0
../shapes/FloorLamp/m618.obj,0
../shapes/FloorLamp/D00211.obj,0
../shapes/FloorLamp/D00447.obj,-11
../shapes/Glasses/D00656.obj,0
../shapes/Glasses/D00937.obj,0
../shapes/Glasses/D00475.obj,0
../shapes/Glasses/D00717.obj,0
../shapes/Glasses/D00201.obj,0
../shapes/Glasses/D00660.obj,0
../shapes/Guitar/D00097.obj,0
../shapes/Guitar/D00464.obj,0
../shapes/Guitar/D00222.obj,0
../shapes/Guitar/D00494.obj,0
../shapes/Guitar/D00335.obj,0
../shapes/Gun/D00153.obj,0
../shapes/Gun/m685.obj,0
../shapes/Gun/m680.obj,0
../shapes/Gun/m660.obj,0
../shapes/Gun/D00425.obj,0
../shapes/Gun/D00137.obj,0
../shapes/Hand/m327.obj,0
../shapes/Hand/m331.obj,0
../shapes/Hand/m332.obj,0
../shapes/Hand/D01162.obj,0
../shapes/Hand/m324.obj,0
../shapes/Hand/D01097.obj,0
../shapes/Hat/m1630.obj,0
../shapes/Hat/m1636.obj,0
../shapes/Hat/m1631.obj,-11
../shapes/Hat/m1639.obj,0
../shapes/Hat/m1638.obj,0
../shapes/Hat/m1635.obj,0
../shapes/Helicopter/D00796.obj,0
../shapes/Helicopter/m1316.obj,0
../shapes/Helicopter/m1328.obj,0
../shapes/Helicopter/m1311.obj,0
../shapes/Helicopter/m1320.obj,0
../shapes/Helicopter/D00751.obj,0
../shapes/House/m432.obj,0
../shapes/House/m454.obj,0
../shapes/House/D00095.obj,0
../shapes/House/m431.obj,0
../shapes/House/D00873.obj,0
../shapes/House/D00415.obj,0
../shapes/HumanHead/m356.obj,0
../shapes/HumanHead/m352.obj,0
../shapes/HumanHead/m345.obj,0
../shapes/HumanHead/m350.obj,0
../shapes/HumanHead/D00013.obj,0
../shapes/HumanHead/D00578.obj,0
../shapes/Humanoid/m118.obj,0
../shapes/Humanoid/m219.obj,0
../shapes/Humanoid/m196.obj,0
../shapes/Humanoid/m217.obj,0
../shapes/Humanoid/m258.obj,0
../shapes/Humanoid/m145.obj,0
../shapes/Insect/m15.obj,0
../shapes/Insect/D00806.obj,0
../shapes/Insect/m16.obj,0
../shapes/Insect/m17.obj,0
../shapes/Insect/m4.obj,0
../shapes/Insect/m26.obj,0
../shapes/Jet/m1269.obj,0
../shapes/Jet/m1238.obj,0
../shapes/Jet/m1277.obj,0
../shapes/Jet/m1155.obj,0
../shapes/Jet/m1257.obj,0
../shapes/Jet/m1260.obj,0
../shapes/Knife/m727.obj,0
../shapes/Knife/D01032.obj,0
../shapes/Knife/D01015.obj,0
../shapes/Knife/D01063.obj,0
../shapes/Knife/m723.obj,0
../shapes/MilitaryVehicle/D00799.obj,0
../shapes/MilitaryVehicle/D00611.obj,0
../shapes/MilitaryVehicle/D00051.obj,0
../shapes/MilitaryVehicle/D00971.obj,0
../shapes/MilitaryVehicle/D00952.obj,0
../shapes/Monitor/D00659.obj,0
../shapes/Monitor/D00469.obj,0
../shapes/Monitor/D00920.obj,0
../shapes/Monitor/D00919.obj,0
../shapes/Monitor/D00336.obj,0
../shapes/Monitor/D00978.obj,0
../shapes/Monoplane/D00043.obj,0
../shapes/Monoplane/D00098.obj,0
../shapes/Monoplane/D00319.obj,0
../shapes/Monoplane/D00169.obj,0
../shapes/Monoplane/D00688.obj,0
../shapes/Monoplane/D00617.obj,0
../shapes/Motorcycle/m1481.obj,0
../shapes/Motorcycle/m1484.obj,0
../shapes/Motorcycle/D00269.obj,0
../shapes/Motorcycle/D00224.obj,0
../shapes/Motorcycle/D00886.obj,0
../shapes/Motorcycle/D00395.obj,0
../shapes/Mug/D00923.obj,0
../shapes/Mug/m507.obj,0
../shapes/Mug/m503.obj,0
../shapes/Mug/D00913.obj,0
../shapes/Mug/m509.obj,0
../shapes/MultiSeat/m781.obj,0
../shapes/MultiSeat/D00036.obj,0
../shapes/MultiSeat/D00046.obj,0
../shapes/MultiSeat/D00607.obj,0
../shapes/MultiSeat/D00637.obj,0
../shapes/MultiSeat/D00648.obj,0
../shapes/Musical_Instrument/m646.obj,0
../shapes/Musical_Instrument/m645.obj,0
../shapes/Musical_Instrument/m632.obj,0
../shapes/Musical_Instrument/m640.obj,0
../shapes/Musical_Instrument/m637.obj,0
../shapes/Musical_Instrument/m627.obj,0
../shapes/NonWheelChair/m815.obj,0
../shapes/NonWheelChair/m794.obj,0
../shapes/NonWheelChair/m822.obj,0
../shapes/NonWheelChair/D00914.obj,0
../shapes/NonWheelChair/D00419.obj,0
../shapes/NonWheelChair/D00101.obj,0
../shapes/PianoBoard/D00332.obj,0
../shapes/PianoBoard/D00441.obj,0
../shapes/PianoBoard/D00721.obj,0
../shapes/PianoBoard/D00212.obj,0
../shapes/PianoBoard/D00755.obj,0
../shapes/PianoBoard/D00885.obj,0
../shapes/PlantIndoors/m1034.obj,0
../shapes/PlantIndoors/m993.obj,0
../shapes/PlantIndoors/m1026.obj,0
../shapes/PlantIndoors/m1015.obj,0
../shapes/PlantIndoors/D00080.obj,0
../shapes/PlantIndoors/m995.obj,0
../shapes/PlantWildNonTree/m983.obj,0
../shapes/PlantWildNonTree/m1052.obj,0
../shapes/PlantWildNonTree/m977.obj,0
../shapes/PlantWildNonTree/m971.obj,0
../shapes/PlantWildNonTree/m973.obj,0
../shapes/PlantWildNonTree/m972.obj,0
../shapes/Quadruped/m102.obj,0
../shapes/Quadruped/m87.obj,0
../shapes/Quadruped/m91.obj,0
../shapes/Quadruped/m276.obj,0
../shapes/Quadruped/D00409.obj,0
../shapes/Quadruped/D00509.obj,0
../shapes/RectangleTable/m902.obj,0
../shapes/RectangleTable/m904.obj,0
../shapes/RectangleTable/D00944.obj,0
../shapes/RectangleTable/D00766.obj,0
../shapes/RectangleTable/D00603.obj,0
../shapes/RectangleTable/D00523.obj,0
../shapes/Rocket/D00697.obj,0
../shapes/Rocket/D00433.obj,0
../shapes/Rocket/D00437.obj,0
../shapes/Rocket/D00851.obj,0
../shapes/Rocket/D00719.obj,0
../shapes/Rocket/D00975.obj,0
../shapes/RoundTable/D00401.obj,0
../shapes/RoundTable/m923.obj,0
../shapes/RoundTable/D00827.obj,0
../shapes/RoundTable/D00649.obj,0
../shapes/RoundTable/D00702.obj,0
../shapes/RoundTable/m932.obj,0
../shapes/Shelf/m854.obj,0
../shapes/Shelf/m844.obj,0
../shapes/Shelf/D00242.obj,0
../shapes/Shelf/D00129.obj,0
../shapes/Shelf/D00725.obj,0
../shapes/Shelf/D00057.obj,0
../shapes/Ship/m1468.obj,0
../shapes/Ship/m1459.obj,0
../shapes/Ship/m1430.obj,0
../shapes/Ship/D00647.obj,0
../shapes/Ship/D00539.obj,0
../shapes/Ship/m1461.obj,0
../shapes/Sign/m1673.obj,0
../shapes/Sign/m1674.obj,0
../shapes/Sign/m1683.obj,0
../shapes/Sign/m1676.obj,0
../shapes/Sign/m1682.obj,0
../shapes/Sign/m1681.obj,0
../shapes/Skyscraper/D00872.obj,0
../shapes/Skyscraper/D00130.obj,0
../shapes/Skyscraper/D00641.obj,0
../shapes/Skyscraper/D00006.obj,0
../shapes/Skyscraper/D00589.obj,0
../shapes/Spoon/D00674.obj,0
../shapes/Spoon/D00338.obj,0
../shapes/Spoon/D00661.obj,0
../shapes/Spoon/D00196.obj,0
../shapes/Spoon/D00683.obj,0
../shapes/Spoon/D00562.obj,0
../shapes/Starship/m1376.obj,0
../shapes/Starship/m1359.obj,0
../shapes/Starship/m1371.obj,0
../shapes/Starship/m1379.obj,0
../shapes/Starship/m1357.obj,0
../shapes/Starship/m1354.obj,0
../shapes/SubmachineGun/D00893.obj,0
../shapes/SubmachineGun/D00960.obj,0
../shapes/SubmachineGun/D00052.obj,-11
../shapes/SubmachineGun/D00219.obj,0
../shapes/SubmachineGun/D00064.obj,0
../shapes/SubmachineGun/D00459.obj,0
../shapes/Sword/m718.obj,0
../shapes/Sword/m720.obj,0
../shapes/Sword/m702.obj,0
../shapes/Sword/m692.obj,0
../shapes/Sword/D00066.obj,0
../shapes/Sword/D00071.obj,0
../shapes/Tool/m1099.obj,0
../shapes/Tool/m1103.obj,0
../shapes/Tool/m591.obj,0
../shapes/Tool/D01152.obj,0
../shapes/Tool/D01012.obj,0
../shapes/Tool/D01148.obj,0
../shapes/Train/m1578.obj,0
../shapes/Train/D01094.obj,0
../shapes/Train/D01014.obj,0
../shapes/Train/D01035.obj,0
../shapes/Train/D01061.obj,0
../shapes/Train/m1581.obj,0
../shapes/Tree/m1063.obj,0
../shapes/Tree/m1075.obj,0
../shapes/Tree/m1096.obj,0
../shapes/Tree/m1071.obj,0
../shapes/Tree/D00479.obj,0
../shapes/Tree/D00612.obj,0
../shapes/Truck/D00002.obj,0
../shapes/Truck/D00947.obj,0
../shapes/Truck/D00056.obj,0
../shapes/Truck/D00987.obj,0
../shapes/Truck/m1575.obj,0
../shapes/TruckNonContainer/D00879.obj,-11
../shapes/TruckNonContainer/D00737.obj,0
../shapes/TruckNonContainer/D00699.obj,0
../shapes/TruckNonContainer/D00608.obj,0
../shapes/Vase/m545.obj,0
../shapes/Vase/m538.obj,0
../shapes/Vase/m529.obj,-11
../shapes/Vase/m539.obj,0
../shapes/Vase/m536.obj,0
../shapes/Violin/D00743.obj,0
../shapes/Violin/D00108.obj,0
../shapes/Violin/D00376.obj,0
../shapes/Violin/D00898.obj,0
../shapes/Violin/D00993.obj,0
../shapes/Wheel/m735.obj,0
../shapes/Wheel/m746.obj,0
../shapes/Wheel/m745.obj,0
../shapes/Wheel/m744.obj,0
../shapes/Wheel/m740.obj,0
../shapes/WheelChair/D00453.obj,0
../shapes/WheelChair/D00526.obj,0
../shapes/WheelChair/D00604.obj,0
../shapes/WheelChair/D00274.obj,0
../shapes/WheelChair/D00846.obj,0
../shapes/WheelChair/D00290.obj,0
