Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Vertices_bin,Source
34,34,34,34,../shapes/Apartment/D00921.obj,12842,[ 0.2413255  -0.12752701 -0.09216274],[ 0.2413243  -0.12752749 -0.09216282],[1. 1. 1.],0.40712336,2.259901542921943,[-0.850705  0.822601 -0.487423  0.545748 -0.558467  0.554978],[0. 0. 0.],7983,Apartment,Triangle,[0.08220139 0.05114192 0.06151274],"[[ 0.94408494  0.31905307 -0.08311902]
 [ 0.21163009 -0.77973161 -0.58926337]
 [ 0.25281681 -0.53872418  0.8036541 ]]","(12805.333, 73184.0]",Subset
20,20,20,20,../shapes/Apartment/D00310.obj,14464,[ 0.07108421 -0.00575935 -0.01667491],[ 0.07108408 -0.00575939 -0.01667494],[1. 1. 1.],0.5773757,2.107706777255948,[-0.744656  1.03298  -0.389316  0.494357 -0.368775  0.339434],[0. 0. 0.],9480,Apartment,Triangle,[0.27760058 0.07429363 0.02494206],"[[ 0.99840528 -0.051258   -0.02365413]
 [-0.05083436 -0.99854167  0.01817693]
 [ 0.02455135  0.0169455   0.99955494]]","(12805.333, 73184.0]",Subset
59,59,59,59,../shapes/AquaticAnimal/m73.obj,285,[0.4612261  0.2701536  0.20001645],[0.46122614 0.2701536  0.20001648],[1. 1. 1.],0.32917947,1.1700709415380086,[0.025    0.975    0.025    0.610865 0.025    0.376181],[0. 0. 0.],564,AquaticAnimal,Triangle,[0.10172234 0.01648472 0.0042793 ],"[[ 9.99010901e-01 -4.44516650e-02 -1.12619007e-03]
 [-4.44516925e-02 -9.99011535e-01  6.18719132e-07]
 [ 1.12510437e-03 -4.94429474e-05  9.99999366e-01]]","(43.999, 323.667]",Subset
65,65,65,65,../shapes/AquaticAnimal/m79.obj,166,[0.54346979 0.08748187 0.18520658],[0.5434697  0.08748189 0.18520659],[1. 1. 1.],0.2260531,1.0159197469431769,[0.025    0.975    0.025    0.256171 0.025    0.300958],[0. 0. 0.],226,AquaticAnimal,Triangle,[0.0634126  0.00138989 0.0016271 ],"[[ 0.99363008 -0.11184406  0.01379057]
 [-0.00571812 -0.17225676 -0.98503549]
 [-0.11254589 -0.97868203  0.17179904]]","(43.999, 323.667]",Subset
49,49,49,49,../shapes/AquaticAnimal/m63.obj,1112,[0.28012325 0.31798494 0.40386306],[0.28012273 0.31798536 0.40386322],[1. 1. 1.],0.24972048,1.3991854087629076,[0.025    0.975    0.025    0.724541 0.025    0.777238],[0. 0. 0.],1792,AquaticAnimal,Triangle,[0.04384779 0.01902393 0.01444088],"[[ 0.94940246  0.31405972  0.0012082 ]
 [ 0.31397363 -0.94921943  0.02007577]
 [-0.00745184  0.01868065  0.99979773]]","(323.667, 1426.0]",Subset
58,58,58,58,../shapes/AquaticAnimal/m72.obj,331,[0.24060458 0.10216127 0.59096552],[0.24060462 0.10216119 0.5909651 ],[1. 1. 1.],0.25571853,1.0700459221918832,[0.025    0.456203 0.025    0.262828 0.025    0.975   ],[0. 0. 0.],590,AquaticAnimal,Triangle,[0.07777543 0.00433456 0.00190725],"[[ 3.50504491e-04  9.99997472e-01 -2.22110344e-03]
 [ 1.88060034e-02  2.21411920e-03  9.99820700e-01]
 [-9.99823090e-01  3.92211724e-04  1.88051798e-02]]","(323.667, 1426.0]",Subset
43,43,43,43,../shapes/AquaticAnimal/m57.obj,18878,[0.08475104 0.18853803 0.66922081],[0.08475105 0.1885381  0.6692231 ],[1. 1. 1.],0.21900342,1.024436912751166,[0.025    0.143963 0.025    0.389443 0.025    0.975   ],[0. 0. 0.],36278,AquaticAnimal,Triangle,[0.00068347 0.05013035 0.00591201],"[[-9.99998930e-01 -1.84669253e-04  1.45138428e-03]
 [-1.43903064e-03 -5.49999464e-02 -9.98485320e-01]
 [-2.64215596e-04  9.98486340e-01 -5.49996218e-02]]","(1426.0, 19505.0]",Subset
41,41,41,41,../shapes/AquaticAnimal/m55.obj,19505,[0.09274598 0.17740759 0.68372766],[0.09274594 0.17740712 0.68372744],[1. 1. 1.],0.22373748,1.026218370569297,[0.025    0.18151  0.025    0.380146 0.025    0.975   ],[0. 0. 0.],37072,AquaticAnimal,Triangle,[0.05669037 0.00118698 0.00413497],"[[ 0.0615859   0.99809744 -0.00294422]
 [ 0.01668159 -0.00397871 -0.99985294]
 [ 0.99796237 -0.06152773  0.01689488]]","(1426.0, 19505.0]",Subset
83,83,83,83,../shapes/Bed/D00735.obj,453,[-0.13221454  0.1241256   0.04714398],[-0.13221453  0.12412558  0.04714396],[1. 1. 1.],0.48421863,2.3951179128341904,[-0.644923  1.11344  -0.684425  0.73777  -0.312594  0.476146],[0. 0. 0.],684,Bed,Triangle,[0.22168637 0.11605561 0.01230235],"[[ 0.97562333 -0.21766995 -0.02790903]
 [-0.21428134 -0.97234515  0.09288932]
 [ 0.04735643  0.08464461  0.99528522]]","(362.999, 1317.333]",Subset
93,93,93,93,../shapes/Bed/m950.obj,437,[0.39720744 0.44493801 0.49997185],[0.3972077  0.44493774 0.49997178],[1. 1. 1.],0.63385785,1.4844177333930204,[0.025    0.769384 0.025    0.889227 0.025    0.975   ],[0. 0. 0.],724,Bed,Triangle,[0.09869962 0.13116542 0.17607954],"[[ 9.99999994e-01  1.05306742e-04  3.95075068e-05]
 [ 1.07607740e-04 -9.97972517e-01 -6.36462401e-02]
 [-3.27250278e-05 -6.36462440e-02  9.97972522e-01]]","(362.999, 1317.333]",Subset
68,68,68,68,../shapes/Bed/D00031.obj,1867,[-0.16601179  0.05554633  0.02336353],[-0.16601163  0.05554634  0.02336352],[1. 1. 1.],0.6624385,2.22610832497727,[-0.669666  0.930426 -0.708463  0.726534 -0.267503  0.312193],[0. 0. 0.],3590,Bed,Triangle,[0.01236356 0.28520725 0.22218709],"[[-0.04008442 -0.9982518  -0.04343481]
 [ 0.03262356  0.04213906 -0.99857899]
 [-0.99866358  0.04144445 -0.0308774 ]]","(1317.333, 6611.333]",Subset
91,91,91,91,../shapes/Bed/m948.obj,4597,[0.51297679 0.44666995 0.42297758],[0.5129776  0.44666904 0.42297286],[1. 1. 1.],0.62655187,1.5916807076358457,[0.025    0.975    0.025    0.893382 0.025    0.961408],[0. 0. 0.],9038,Bed,Triangle,[0.098634   0.13901924 0.17409414],"[[-0.14074129 -0.9832638  -0.11569003]
 [-0.98940613  0.14388857 -0.01927679]
 [-0.03560064 -0.11175138  0.99309829]]","(1317.333, 6611.333]",Subset
70,70,70,70,../shapes/Bed/D00121.obj,15368,[-0.19096226  0.11417259  0.20733451],[-0.19096313  0.11417274  0.2073346 ],[1. 1. 1.],0.7465266,2.4296461439126964,[-0.912283  0.78579  -0.599669  0.858504 -0.482021  0.463209],[0. 0. 0.],24612,Bed,Triangle,[0.38759629 0.15339093 0.03031534],"[[ 0.97536658  0.20549266 -0.08020478]
 [ 0.21046069 -0.97580213  0.05930003]
 [ 0.06607827  0.07471922  0.99501291]]","(6611.333, 22063.0]",Subset
78,78,78,78,../shapes/Bed/D00538.obj,7136,[-0.00475788  0.1146729   0.10265701],[-0.00475778  0.11467285  0.10265711],[1. 1. 1.],0.9091634,2.1802635842124527,[-0.838246  0.8386   -0.479658  0.702627 -0.325735  0.411787],[0. 0. 0.],13868,Bed,Triangle,[0.59003774 0.04203848 0.19631938],"[[ 0.99558751  0.05642147  0.07498085]
 [ 0.07730096 -0.04012556 -0.99620003]
 [ 0.05319842 -0.9976004   0.04430994]]","(6611.333, 22063.0]",Subset
116,116,116,116,../shapes/Bicycle/m1473.obj,2192,[0.50795718 0.24512848 0.17045993],[0.5079572  0.24512796 0.17045975],[1. 1. 1.],0.29679164,1.126841034438082,[0.025    0.975    0.025    0.557643 0.025    0.314071],[0. 0. 0.],4448,Bicycle,Triangle,[0.08090855 0.0156622  0.00069701],"[[ 9.98809830e-01  4.87735547e-02  2.53783455e-04]
 [ 4.87722037e-02 -9.98802375e-01  3.88423221e-03]
 [-4.42927330e-04  3.86723173e-03  9.99992424e-01]]","(435.999, 3820.0]",Subset
118,118,118,118,../shapes/Bicycle/m1476.obj,436,[0.15897068 0.27499105 0.52022824],[0.15897085 0.2749913  0.5202282 ],[1. 1. 1.],0.2751292,1.131433535390803,[0.025    0.299675 0.025    0.574723 0.025    0.975   ],[0. 0. 0.],916,Bicycle,Triangle,[0.00109771 0.02122927 0.0652218 ],"[[-0.99989768  0.01420753 -0.00166557]
 [ 0.01393671  0.99378498  0.11044081]
 [-0.00322431 -0.1104063   0.99388131]]","(435.999, 3820.0]",Subset
117,117,117,117,../shapes/Bicycle/m1475.obj,6049,[0.4864563  0.21664506 0.1372155 ],[0.486457   0.21664563 0.13721697],[1. 1. 1.],0.20781095,1.088149574083291,[0.025    0.975    0.025    0.513449 0.025    0.232333],[0. 0. 0.],12065,Bicycle,Triangle,[0.04556199 0.01358477 0.0009254 ],"[[ 0.92423417  0.38182153 -0.00187271]
 [ 0.38161575 -0.92355104  0.03772122]
 [-0.01267323  0.0355779   0.99928655]]","(3820.0, 22673.333]",Subset
111,111,111,111,../shapes/Bicycle/D00904.obj,5354,[0.08402949 0.12689448 0.00150127],[0.08402947 0.12689433 0.00150127],[1. 1. 1.],0.59847635,2.310577883510474,[-0.959896  0.953013 -0.599316  0.637406 -0.196088  0.191298],[0. 0. 0.],10548,Bicycle,Triangle,[0.29776572 0.09531344 0.00263736],"[[ 0.99198194  0.12634241  0.00307079]
 [ 0.12632712 -0.99197728  0.00474807]
 [-0.00364604  0.00432208  0.99998401]]","(3820.0, 22673.333]",Subset
103,103,103,103,../shapes/Bicycle/D00555.obj,34364,[0.0209129  0.10363354 0.02713095],[0.02091296 0.10363352 0.02713083],[1. 1. 1.],0.5673976,2.3987592379074147,[-0.953013  0.973589 -0.49476   0.757895 -0.333261  0.354566],[0. 0. 0.],64544,Bicycle,Triangle,[0.26819921 0.0816824  0.00659577],"[[ 0.99967402 -0.02499975  0.00518269]
 [-0.02502097 -0.99967864  0.00406984]
 [-0.00507928  0.00419819  0.99997829]]","(22673.333, 56754.0]",Subset
113,113,113,113,../shapes/Bicycle/D00931.obj,32603,[-0.04375733  0.10297372 -0.06291257],[-0.04375678  0.10297345 -0.06291253],[1. 1. 1.],0.4902495,2.152935815601242,[-0.920573  0.849829 -0.400919  0.684049 -0.432948  0.135958],[0. 0. 0.],64230,Bicycle,Triangle,[0.21226612 0.06341378 0.00665509],"[[ 0.98330698 -0.17433     0.05211944]
 [-0.16051367 -0.96598822 -0.20273658]
 [-0.08568983 -0.19098641  0.97784531]]","(22673.333, 56754.0]",Subset
156,156,156,156,../shapes/Biplane/m1134.obj,338,[0.22293053 0.50007378 0.07600688],[0.22293074 0.5000739  0.0760069 ],[1. 1. 1.],0.22744013,1.091857920095514,[0.025    0.542388 0.025    0.975    0.025    0.1732  ],[0. 0. 0.],512,Biplane,Triangle,[0.02309563 0.00115562 0.04855151],"[[-9.99127983e-01  4.17521109e-02 -1.85995294e-04]
 [-1.86397197e-04 -5.73298898e-06  9.99999983e-01]
 [-4.17521092e-02 -9.99128000e-01 -1.35104662e-05]]","(263.999, 875.667]",Subset
126,126,126,126,../shapes/Biplane/D00276.obj,567,[-0.32785492  0.0759671   0.13116074],[-0.3278549   0.0759671   0.13116068],[1. 1. 1.],0.47682,2.592742851143413,[-1.08018   0.699036 -0.864861  0.766394 -0.468883  0.477538],[0. 0. 0.],916,Biplane,Triangle,[0.0438167  0.11934581 0.13616973],"[[ 1.78816027e-01 -9.08726584e-01 -3.77148278e-01]
 [ 7.49183758e-04  3.83452182e-01 -9.23560427e-01]
 [-9.83882243e-01 -1.64864853e-01 -6.92481988e-02]]","(263.999, 875.667]",Subset
164,164,164,164,../shapes/Biplane/m1144.obj,3627,[0.49783718 0.18999259 0.18287936],[0.4978389  0.18999255 0.18287921],[1. 1. 1.],0.17757598,1.2050497651499243,[0.025    0.975    0.025    0.716901 0.025    0.291304],[0. 0. 0.],6736,Biplane,Triangle,[0.01890751 0.02194818 0.00529078],"[[-0.99870804  0.0496696   0.01073194]
 [ 0.04812493  0.9923028  -0.1141015 ]
 [ 0.01631671  0.11343761  0.99341113]]","(875.667, 6195.333]",Subset
163,163,163,163,../shapes/Biplane/m1143.obj,3336,[0.19520923 0.50003685 0.10471679],[0.19520795 0.5000374  0.10471643],[1. 1. 1.],0.20773096,1.0800622448103971,[0.025    0.504495 0.025    0.975    0.025    0.209713],[0. 0. 0.],6570,Biplane,Triangle,[0.02036339 0.00342241 0.02885719],"[[-9.97539057e-01 -7.01129438e-02 -6.96077892e-05]
 [ 7.61356963e-05 -9.04332587e-05 -9.99999993e-01]
 [-7.01129370e-02  9.97539055e-01 -9.55488054e-05]]","(875.667, 6195.333]",Subset
127,127,127,127,../shapes/Biplane/D00277.obj,22427,[-0.09817587 -0.0434229   0.0094486 ],[-0.09817573 -0.04342294  0.00944867],[1. 1. 1.],0.29127523,2.3765534015547294,[-0.557817  0.804851 -1.05515   0.813411 -0.278621  0.268756],[0. 0. 0.],41567,Biplane,Triangle,[0.07170708 0.01124457 0.04238678],"[[ 0.99973644 -0.0161532   0.01631323]
 [-0.01519528  0.06706694  0.99763276]
 [ 0.01720904  0.99761771 -0.06680381]]","(6195.333, 65722.0]",Subset
128,128,128,128,../shapes/Biplane/D00320.obj,9723,[-0.00136033  0.04457353  0.01824898],[-0.00136032  0.04457381  0.01824898],[1. 1. 1.],0.3610476,2.344751370155478,[-0.990106  0.984606 -0.75142   0.427939 -0.152266  0.303238],[0. 0. 0.],17476,Biplane,Triangle,[0.01051447 0.09234232 0.07408992],"[[-0.01151524  0.99987445 -0.0108849 ]
 [-0.00368847  0.01084307  0.99993441]
 [-0.99992689 -0.01155463 -0.00356315]]","(6195.333, 65722.0]",Subset
195,195,195,195,../shapes/Bird/m37.obj,567,[0.49973974 0.20697216 0.44863551],[0.4997399  0.20697215 0.44863573],[1. 1. 1.],0.2595158,1.2619788261899652,[0.025    0.975    0.025    0.437258 0.025    0.746203],[0. 0. 0.],1130,Bird,Triangle,[0.03681454 0.03501052 0.00888005],"[[-9.99831531e-01 -1.83550844e-02 -1.87279378e-05]
 [-4.23063443e-03  2.31442192e-01 -9.72839459e-01]
 [-1.78608849e-02  9.72675487e-01  2.31480855e-01]]","(40.999, 594.333]",Subset
192,192,192,192,../shapes/Bird/m34.obj,233,[0.49999345 0.1460853  0.29366611],[0.49999332 0.14608529 0.29366615],[1. 1. 1.],0.21122974,1.107276294517774,[0.025    0.975    0.025    0.257154 0.025    0.544293],[0. 0. 0.],462,Bird,Triangle,[0.04000592 0.01263455 0.00487073],"[[-9.99999982e-01  1.87170016e-04 -5.38363562e-06]
 [ 2.19790659e-05  1.45883973e-01  9.89301706e-01]
 [-1.85953002e-04 -9.89301689e-01  1.45883974e-01]]","(40.999, 594.333]",Subset
176,176,176,176,../shapes/Bird/D00546.obj,1162,[-0.23432716  0.04131901  0.03632965],[-0.23432718  0.04131901  0.03632966],[1. 1. 1.],0.23172128,2.1102484977275995,[-1.23614   0.715362 -0.288082  0.408477 -0.248996  0.150496],[0. 0. 0.],2012,Bird,Triangle,[0.04712614 0.00481533 0.02830629],"[[ 0.99778296  0.05959752 -0.02961926]
 [ 0.03938237 -0.16997562  0.98466102]
 [-0.0536488   0.98364446  0.17194587]]","(594.333, 1816.667]",Subset
177,177,177,177,../shapes/Bird/D00599.obj,1792,[-0.23533402 -0.02580644  0.0178324 ],[-0.23533395 -0.02580646  0.01783238],[1. 1. 1.],0.3719224,2.1038339827849364,[-1.20739   0.749861 -0.452237  0.290011 -0.05299   0.157614],[0. 0. 0.],3626,Bird,Triangle,[0.16913345 0.01957043 0.00286789],"[[ 0.99950033 -0.03046154 -0.00843655]
 [-0.03070697 -0.9990576  -0.03067562]
 [ 0.00749417 -0.03091936  0.99949379]]","(594.333, 1816.667]",Subset
199,199,199,199,../shapes/Bird/m41.obj,1824,[0.49964698 0.10632516 0.29056732],[0.4996471  0.10632513 0.29056773],[1. 1. 1.],0.1973374,1.0551977859069277,[0.025    0.975    0.025    0.147249 0.025    0.467716],[0. 0. 0.],3709,Bird,Triangle,[0.04371809 0.00621901 0.00091361],"[[ 9.99999797e-01 -5.91057519e-04  2.39500432e-04]
 [-2.83343280e-04 -7.53281496e-02  9.97158758e-01]
 [ 5.71337057e-04  9.97158624e-01  7.53283018e-02]]","(1816.667, 16542.0]",Subset
206,206,206,206,../shapes/Bird/m49.obj,2329,[0.26667384 0.50072803 0.35471008],[0.2666741  0.50072825 0.35471073],[1. 1. 1.],0.28640616,1.3958346333854517,[0.025    0.975    0.025    0.800992 0.025    0.691101],[0. 0. 0.],4364,Bird,Triangle,[0.07430938 0.02044956 0.01252194],"[[ 0.83674819 -0.54755127 -0.00633023]
 [-0.54750374 -0.83676637  0.00785421]
 [ 0.0095975   0.00310617  0.99994912]]","(1816.667, 16542.0]",Subset
225,225,225,225,../shapes/Bookset/D01182.obj,188,[-0.0228914   0.07404049  0.10737686],[-0.02289139  0.07404052  0.10737689],[1. 1. 1.],0.14245172,0.3808522112956495,[-0.108086  0.072563  0.013947  0.246285  0.        0.24173 ],[0. 0. 0.],1020,Bookset,Triangle,[0.00194003 0.00655794 0.01263627],"[[-0.93401264  0.34207152 -0.10299251]
 [ 0.35303184  0.92793996 -0.11956566]
 [-0.05467086  0.14803547  0.9874698 ]]","(109.999, 271.333]",Subset
212,212,212,212,../shapes/Bookset/D01030.obj,208,[0.24089692 0.16466017 0.11975083],[0.24089697 0.16466019 0.11975086],[1. 1. 1.],0.21714899,0.6267327104831643,[ 0.        0.421721 -0.        0.306934 -0.        0.347472],[0. 0. 0.],1152,Bookset,Triangle,[0.02070273 0.01289963 0.01601856],"[[-0.50155065 -0.82819791 -0.25007032]
 [-0.22194684 -0.15620245  0.96246579]
 [ 0.83617375 -0.53822766  0.10547247]]","(109.999, 271.333]",Subset
210,210,210,210,../shapes/Bookset/D01009.obj,444,[0.21094008 0.03690482 0.15810811],[0.21093999 0.03690479 0.15810798],[1. 1. 1.],0.19122541,0.5629387087592459,[0.   0.42 0.   0.26 0.   0.27],[0. 0. 0.],3156,Bookset,Triangle,[0.00650345 0.01547116 0.01761102],"[[-0.00301239 -0.99995118 -0.00941123]
 [-0.99807512  0.00358944 -0.06191255]
 [-0.06194331 -0.00920661  0.99803721]]","(271.333, 1099.0]",Subset
216,216,216,216,../shapes/Bookset/D01065.obj,360,[3.67882266 0.54069853 0.13212744],[3.678825   0.5406976  0.13212745],[1. 1. 1.],0.21253294,0.6327883668749879,"[ 3.387116e+00  3.888541e+00  4.483350e-01  7.142410e-01 -4.000000e-04
  2.794000e-01]",[0. 0. 0.],918,Bookset,Triangle,[0.01950358 0.01553979 0.01263651],"[[ 0.80951368 -0.58621354  0.03226892]
 [-0.02349791  0.02256841  0.99946912]
 [ 0.58663059  0.80984218 -0.00449464]]","(271.333, 1099.0]",Subset
224,224,224,224,../shapes/Bookset/D01146.obj,2694,[2.38553194 2.11962268 0.17318064],[2.385455   2.1196218  0.17318071],[1. 1. 1.],0.15101987,0.8438228925088705,[2.10781  2.82142  2.01541  2.3333   0.       0.318973],[0. 0. 0.],7149,Bookset,Triangle,[0.01769509 0.00656099 0.00255619],"[[ 0.94717269 -0.29601263  0.12345208]
 [-0.28528166 -0.95347689 -0.0974484 ]
 [-0.14655466 -0.05708185  0.98755425]]","(1099.0, 2694.0]",Subset
217,217,217,217,../shapes/Bookset/D01078.obj,1203,[0.43966593 0.26450639 0.10277464],[0.4396662  0.26450637 0.10277484],[1. 1. 1.],0.11327616,0.3716451372734766,[0.273999 0.580868 0.229734 0.350384 0.       0.17145 ],[0. 0. 0.],6861,Bookset,Triangle,[0.00875255 0.00140884 0.00426925],"[[ 0.99763272 -0.03630941  0.05840018]
 [-0.02799966 -0.99013488 -0.13729143]
 [-0.06280903 -0.13533123  0.98880761]]","(1099.0, 2694.0]",Subset
252,252,252,252,../shapes/Bottle/m484.obj,460,[0.15731457 0.61072017 0.15703033],[0.15731458 0.6107199  0.15703036],[1. 1. 1.],0.3176781,1.020716155133965,[0.025    0.288882 0.025    0.975    0.025    0.28906 ],[0. 0. 0.],888,Bottle,Triangle,[0.11911824 0.00397999 0.00397331],"[[-8.48258145e-04 -9.99999632e-01  1.28764550e-04]
 [-9.99999640e-01  8.48257994e-04 -1.22650345e-06]
 [-1.11727744e-06  1.28765544e-04  9.99999992e-01]]","(132.999, 544.0]",Subset
256,256,256,256,../shapes/Bottle/m488.obj,144,[0.65736447 0.20022365 0.2001068 ],[0.6573645  0.20022362 0.20010678],[1. 1. 1.],0.31286207,1.0713927590360597,[0.025    0.975    0.025    0.375332 0.025    0.375214],[0. 0. 0.],284,Bottle,Triangle,[0.11555975 0.00795901 0.00795902],"[[-9.99999979e-01  2.03682092e-04 -3.86017948e-08]
 [-2.03682092e-04 -9.99999979e-01  1.10882501e-07]
 [ 3.85792092e-08 -1.10890361e-07 -1.00000000e+00]]","(132.999, 544.0]",Subset
237,237,237,237,../shapes/Bottle/D00311.obj,829,[ 0.35877042  0.03834135 -0.02450421],[ 0.35877046  0.03834132 -0.0245042 ],[1. 1. 1.],0.53728634,1.964460658272603,[-0.831219  0.878387 -0.338461  0.349036 -0.336791  0.344165],[0. 0. 0.],1448,Bottle,Triangle,[0.32960716 0.02197258 0.02611987],"[[-0.99882352 -0.03970213 -0.02784456]
 [-0.04843617  0.84460475  0.53319485]
 [-0.00234867 -0.53391624  0.84553411]]","(544.0, 2000.0]",Subset
