,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors,FlippingMomentumBefore,FlippingMomentumAfter
10,../normshapes/Apartment/D00869.obj,../shapes/Apartment/D00869.obj,8000,[1.78377377e-10 5.36692824e-11 6.59981652e-11],[1.78377377e-10 5.36692824e-11 6.59981652e-11],[0.61422193 0.61422193 0.61422193],0.4196627,1.3285208,[-0.48812565  0.5118743  -0.32650596  0.32944554 -0.3150358   0.26349273],[0. 0. 0.],14538,Apartment,Triangle,[0.11330931 0.02797013 0.04516757],"[[ 0.99907499 -0.04279969 -0.00416558]
 [-0.00397984  0.00442412 -0.99998229]
 [-0.04281736 -0.99907388 -0.00424969]]",[0.26627842 0.12188595 0.07982689],"[[ 0.99061291  0.13211515 -0.03509488]
 [ 0.13542341 -0.9834532   0.12033415]
 [ 0.0186162   0.12395723  0.99211292]]","[np.float64(-1172.1111376395986), np.float64(461.4886834309346), np.float64(635.9241987287398)]","[np.float32(44.60538), np.float32(2.8054547), np.float32(15.466099)]"
11,../normshapes/Apartment/D00921.obj,../shapes/Apartment/D00921.obj,7801,[ 9.41630725e-11 -1.85534121e-11 -1.45854281e-10],[ 9.41630725e-11 -1.85534121e-11 -1.45854281e-10],[-0.58796918 -0.58796918 -0.58796918],0.25211883,1.2645471,[-0.3712556   0.6287444  -0.27475634  0.33941498 -0.13903229  0.33200157],[0. 0. 0.],7206,Apartment,Triangle,[0.03488204 0.02086672 0.01906464],"[[ 0.97545376  0.20772304  0.07308281]
 [ 0.20694188 -0.97818418  0.01818695]
 [-0.0752663   0.00261664  0.99716004]]",[0.08220139 0.05114192 0.06151274],"[[ 0.94408494  0.31905307 -0.08311902]
 [ 0.21163008 -0.77973161 -0.58926337]
 [ 0.25281682 -0.53872418  0.8036541 ]]","[np.float64(676.786356128754), np.float64(-273.7903167207753), np.float64(-216.24194858563487)]","[np.float32(113.312), np.float32(5.078407), np.float32(70.76527)]"
12,../normshapes/AquaticAnimal/m55.obj,../shapes/AquaticAnimal/m55.obj,7997,[-1.50364028e-11 -9.89184953e-12 -4.85634005e-11],[-1.50364028e-11 -9.89184953e-12 -4.85634005e-11],[1.05497575 1.05497575 1.05497575],0.25473344,1.0820107,[-0.17863196  0.19754986 -0.07990092  0.09107984 -0.34891823  0.65108174],[0. 0. 0.],15757,AquaticAnimal,Triangle,[0.07456203 0.00449699 0.00131259],"[[ 0.05347014 -0.99665445 -0.06181302]
 [-0.0867614  -0.06630436  0.99402022]
 [ 0.99479315  0.04778742  0.09001644]]",[0.05669037 0.00118698 0.00413497],"[[ 0.0615859   0.99809744 -0.00294422]
 [ 0.01668159 -0.00397871 -0.99985294]
 [ 0.99796237 -0.06152773  0.01689488]]","[np.float64(369.7414535376221), np.float64(1324.9438134951183), np.float64(19325.178322041706)]","[np.float32(8.897088), np.float32(2.1103208), np.float32(300.09555)]"
13,../normshapes/AquaticAnimal/m57.obj,../shapes/AquaticAnimal/m57.obj,7999,[ 3.94638154e-11 -5.08743980e-12 -1.12354830e-11],[ 3.94638154e-11 -5.08743980e-12 -1.12354830e-11],[1.05326164 1.05326164 1.05326164],0.24105974,1.0784726,[-0.18518046  0.19881292 -0.06052709  0.06458142 -0.34964943  0.6503506 ],[0. 0. 0.],15819,AquaticAnimal,Triangle,[0.06512595 0.00568876 0.00076604],"[[ 0.04782114 -0.99884593  0.00446701]
 [-0.05338459  0.00190993  0.9985722 ]
 [ 0.99742831  0.04799133  0.05323164]]",[0.00068347 0.05013035 0.00591201],"[[-9.99998930e-01 -1.84669139e-04  1.45138392e-03]
 [-1.43903029e-03 -5.49999465e-02 -9.98485320e-01]
 [-2.64215463e-04  9.98486340e-01 -5.49996219e-02]]","[np.float64(285.332467901635), np.float64(1510.0921575860268), np.float64(18142.357939306545)]","[np.float32(12.093063), np.float32(2.1866415), np.float32(218.2618)]"
14,../normshapes/AquaticAnimal/m63.obj,../shapes/AquaticAnimal/m63.obj,8000,[-1.53762812e-10 -1.34328104e-11 -1.61607971e-11],[-1.53762812e-10 -1.34328104e-11 -1.61607971e-11],[1.01292133 1.01292133 1.01292133],0.30384243,1.4406635,[-0.37884492  0.62115514 -0.3003336   0.40486112 -0.35774258  0.40265974],[0. 0. 0.],15853,AquaticAnimal,Triangle,[0.05078108 0.02133366 0.02565173],"[[ 0.99844608 -0.05567796 -0.00232254]
 [-0.00159371  0.01313094 -0.99991252]
 [-0.05570359 -0.99836243 -0.0130218 ]]",[0.04384779 0.01902393 0.01444088],"[[ 0.94940246  0.31405971  0.0012082 ]
 [ 0.31397362 -0.94921943  0.02007576]
 [-0.00745183  0.01868064  0.99979773]]","[np.float64(242.21760847228185), np.float64(219.65784864635296), np.float64(320.6140565514542)]","[np.float32(106.43343), np.float32(27.7881), np.float32(25.815496)]"
15,../normshapes/AquaticAnimal/m72.obj,../shapes/AquaticAnimal/m72.obj,5037,[ 2.26099805e-11  1.23811534e-10 -1.05972293e-12],[ 2.26099805e-11  1.23811534e-10 -1.05972293e-12],[1.04980254 1.04980254 1.04980254],0.2290171,1.1257153,[-0.08030336  0.16954824 -0.48493472  0.5150652  -0.22221904  0.23033945],[0. 0. 0.],10034,AquaticAnimal,Triangle,[0.06061026 0.00224899 0.00456789],"[[ 0.02543761  0.99967054 -0.00342525]
 [ 0.99939061 -0.02534826  0.02399731]
 [-0.02390258  0.0040336   0.99970616]]",[0.07777543 0.00433456 0.00190725],"[[ 3.50502440e-04  9.99997472e-01 -2.22110491e-03]
 [ 1.88060040e-02  2.21412071e-03  9.99820700e-01]
 [-9.99823090e-01  3.92209703e-04  1.88051804e-02]]","[np.float64(36.3158515462477), np.float64(7.115922992298446), np.float64(241.17686512184667)]","[np.float32(3.7555904), np.float32(85.23774), np.float32(1.0478604)]"
16,../normshapes/AquaticAnimal/m73.obj,../shapes/AquaticAnimal/m73.obj,5687,[ 6.55718972e-11 -7.27558979e-11 -2.84252678e-11],[ 6.55718972e-11 -7.27558979e-11 -2.84252678e-11],[1.04781473 1.04781473 1.04781473],0.28323048,1.2143778,[-0.5016141   0.49838582 -0.2481684   0.33433682 -0.18395379  0.18401517],[0. 0. 0.],11376,AquaticAnimal,Triangle,[0.0742737  0.00474045 0.01614793],"[[-9.99999923e-01 -3.92512645e-04  1.76019058e-06]
 [-1.69985956e-06  8.81495580e-03  9.99961148e-01]
 [ 3.92512911e-04 -9.99961070e-01  8.81495579e-03]]",[0.10172234 0.01648472 0.0042793 ],"[[ 9.99010901e-01 -4.44516634e-02 -1.12618950e-03]
 [-4.44516909e-02 -9.99011535e-01  6.15001240e-07]
 [ 1.12510364e-03 -4.94466347e-05  9.99999366e-01]]","[np.float64(176.038524760086), np.float64(50.502427875999444), np.float64(24.721613606759995)]","[np.float32(64.67739), np.float32(21.741648), np.float32(0.12535532)]"
17,../normshapes/AquaticAnimal/m79.obj,../shapes/AquaticAnimal/m79.obj,5655,[ 8.70335768e-11  2.46475477e-11 -2.57444095e-11],[ 8.70335768e-11  2.46475477e-11 -2.57444095e-11],[-1.03599322 -1.03599322 -1.03599322],0.20852882,1.0757232,[-0.47454402  0.52545595 -0.11423475  0.1680205  -0.14020891  0.13820158],[0. 0. 0.],10856,AquaticAnimal,Triangle,[0.05552798 0.00138979 0.00163663],"[[-0.98642765  0.12923863 -0.10128114]
 [ 0.10237242  0.00181156 -0.99474449]
 [ 0.12837594  0.99161187  0.01501745]]",[0.06341259 0.00138989 0.0016271 ],"[[ 0.99363008 -0.11184406  0.01379056]
 [-0.00571812 -0.17225672 -0.9850355 ]
 [-0.11254589 -0.97868204  0.17179899]]","[np.float64(87.32253958146576), np.float64(1.904288937413443), np.float64(7.99533867367711)]","[np.float32(29.157513), np.float32(2.3561413), np.float32(0.5635466)]"
18,../normshapes/Bed/D00031.obj,../shapes/Bed/D00031.obj,7996,[ 8.88033539e-11 -1.37132374e-10 -1.39017562e-11],[ 8.88033539e-11 -1.37132374e-10 -1.39017562e-11],[-0.63799602 -0.63799602 -0.63799602],0.43875983,1.3837742,[-0.41531575  0.58468425 -0.43726647  0.45185667 -0.14965498  0.20289442],[0. 0. 0.],15510,Bed,Triangle,[0.11416611 0.00411183 0.08448144],"[[-9.99988226e-01 -4.85217482e-03 -6.52307697e-05]
 [-6.56545517e-05  8.71793226e-05  9.99999994e-01]
 [ 4.85216910e-03 -9.99988224e-01  8.74968635e-05]]",[0.01236356 0.28520725 0.22218709],"[[-0.04008442 -0.9982518  -0.04343481]
 [ 0.03262356  0.04213906 -0.99857899]
 [-0.99866358  0.04144445 -0.03087741]]","[np.float64(-142.3653010797339), np.float64(123.45691735256985), np.float64(21.865931720235885)]","[np.float32(262.19553), np.float32(7.0569186), np.float32(15.23806)]"
19,../normshapes/Bed/D00121.obj,../shapes/Bed/D00121.obj,8000,[ 4.19095159e-11  1.58092007e-10 -3.96526048e-11],[ 4.19095159e-11  1.58092007e-10 -3.96526048e-11],[-0.66155732 -0.66155732 -0.66155732],0.5037789,1.4290938,[-0.4101825   0.58981746 -0.39426196  0.39329067 -0.17476591  0.4749032 ],[0. 0. 0.],11565,Bed,Triangle,[0.17773076 0.01284872 0.06832899],"[[ 0.98910463 -0.14707265 -0.00645438]
 [-0.00411754  0.01618791 -0.99986049]
 [-0.14715662 -0.98899322 -0.01540595]]",[0.38759629 0.15339093 0.03031534],"[[ 0.97536658  0.20549266 -0.08020478]
 [ 0.21046069 -0.97580213  0.05930003]
 [ 0.06607827  0.07471922  0.99501291]]","[np.float64(-4429.8669172676655), np.float64(1992.7928670523386), np.float64(1700.7484172688494)]","[np.float32(255.21307), np.float32(10.832945), np.float32(46.915684)]"
20,../normshapes/Bed/D00538.obj,../shapes/Bed/D00538.obj,7136,[-6.26450162e-11  1.23201865e-10  1.50668197e-11],[-6.26450162e-11  1.23201865e-10  1.50668197e-11],[-0.61707395 -0.61707395 -0.61707395],0.5610211,1.2729226,[-0.4999958   0.50000423 -0.3385634   0.33845705 -0.16664891  0.23581287],[0. 0. 0.],14188,Bed,Triangle,[0.22467473 0.01600743 0.07475455],"[[ 0.99954479  0.02089236  0.02176532]
 [ 0.02179456 -0.00117281 -0.99976178]
 [ 0.02086185 -0.99978104  0.00162761]]",[0.59003775 0.04203848 0.19631938],"[[ 0.99558751  0.05642147  0.07498085]
 [ 0.07730096 -0.04012556 -0.99620003]
 [ 0.05319842 -0.9976004   0.04430994]]","[np.float64(-106.83726256879339), np.float64(1363.2614688424817), np.float64(485.4132804843086)]","[np.float32(0.41173828), np.float32(0.05556956), np.float32(19.402973)]"
21,../normshapes/Bed/D00735.obj,../shapes/Bed/D00735.obj,8000,[ 1.13737769e-10 -5.74182195e-11  4.76427431e-12],[ 1.13737769e-10 -5.74182195e-11  4.76427431e-12],[-0.62032521 -0.62032521 -0.62032521],0.42246082,1.3121414,[-0.48887882  0.51112115 -0.3352321   0.34351048 -0.22931407  0.28159073],[0. 0. 0.],15408,Bed,Triangle,[0.13609595 0.00661645 0.04953388],"[[ 0.99146993  0.13016363  0.00669455]
 [ 0.00489081  0.01417217 -0.99988761]
 [ 0.13024388 -0.99139123 -0.01341468]]",[0.22168637 0.11605561 0.01230235],"[[ 0.97562333 -0.21766996 -0.02790903]
 [-0.21428134 -0.97234514  0.09288932]
 [ 0.04735643  0.0846446   0.99528522]]","[np.float64(-2.213308268378734), np.float64(41.11118650564759), np.float64(5.543361799291225)]","[np.float32(71.56575), np.float32(10.16397), np.float32(27.612724)]"
22,../normshapes/Bed/m948.obj,../shapes/Bed/m948.obj,8000,[ 4.27316991e-11 -9.63373168e-11 -1.65764504e-11],[ 4.27316991e-11 -9.63373168e-11 -1.65764504e-11],[-0.83614784 -0.83614784 -0.83614784],0.4851227,1.676623,[-0.48975125  0.48872873 -0.4020348   0.52189255 -0.43665373  0.5633462 ],[0. 0. 0.],15844,Bed,Triangle,[0.05120606 0.10930522 0.09038665],"[[-0.14261761  0.97554193  0.16726672]
 [ 0.01227154  0.170724   -0.98524247]
 [ 0.98970179  0.1384603   0.03631965]]",[0.098634   0.13901924 0.17409414],"[[-0.14074129 -0.9832638  -0.11569003]
 [-0.98940613  0.14388857 -0.01927678]
 [-0.03560064 -0.11175138  0.99309829]]","[np.float64(3612.9406491645695), np.float64(2708.244555609027), np.float64(3161.1734636437322)]","[np.float32(16.322042), np.float32(189.89282), np.float32(257.03168)]"
23,../normshapes/Bed/m950.obj,../shapes/Bed/m950.obj,8000,[ 1.80763891e-10  1.50972284e-11 -8.37826519e-12],[ 1.80763891e-10  1.50972284e-11 -8.37826519e-12],[0.89675772 0.89675772 0.89675772],0.47408906,1.6312112,[-0.39992478  0.46354178 -0.46343192  0.5365681  -0.49665424  0.46004602],[0. 0. 0.],15898,Bed,Triangle,[0.10422983 0.06519735 0.06052787],"[[ 9.99130376e-01 -4.04673834e-02 -1.00440050e-02]
 [-4.04721280e-02 -9.99180631e-01 -2.69488731e-04]
 [ 1.00248697e-02 -6.75756631e-04  9.99949521e-01]]",[0.09869962 0.13116542 0.17607954],"[[ 9.99999994e-01  1.05313186e-04  3.95088175e-05]
 [ 1.07614253e-04 -9.97972517e-01 -6.36462419e-02]
 [-3.27259255e-05 -6.36462457e-02  9.97972522e-01]]","[np.float64(178.14287775329217), np.float64(229.61050585832484), np.float64(291.6444529077832)]","[np.float32(82.35988), np.float32(84.43431), np.float32(12.020649)]"
24,../normshapes/Bicycle/D00555.obj,../shapes/Bicycle/D00555.obj,7980,[-4.45419901e-11  8.43721595e-11 -4.16196971e-11],[-4.45419901e-11  8.43721595e-11 -4.16196971e-11],[-0.52059025 -0.52059025 -0.52059025],0.2863091,1.2531022,[-0.49348572  0.5065143  -0.34196842  0.32269862 -0.1717783   0.18666655],[0. 0. 0.],14588,Bicycle,Triangle,[0.06867077 0.00181033 0.02265736],"[[-9.99921142e-01 -1.25582183e-02  1.92961567e-05]
 [-1.28506706e-05 -5.13328943e-04 -9.99999868e-01]
 [-1.25582266e-02  9.99921011e-01 -5.13127082e-04]]",[0.26819921 0.0816824  0.00659577],"[[ 0.99967402 -0.02499975  0.00518269]
 [-0.02502097 -0.99967864  0.00406984]
 [-0.00507928  0.00419819  0.99997829]]","[np.float64(1354.887979980019), np.float64(3885.651039644661), np.float64(173.29322680563106)]","[np.float32(45.33849), np.float32(33.18426), np.float32(0.643173)]"
25,../normshapes/Bicycle/D00904.obj,../shapes/Bicycle/D00904.obj,5354,[-2.65272119e-11 -2.23864460e-10 -1.65618222e-11],[-2.65272119e-11 -2.23864460e-10 -1.65618222e-11],[-0.53433996 -0.53433996 -0.53433996],0.31978983,1.2392488,[-0.43867317  0.5613268  -0.28202957  0.41995117 -0.10169461  0.10557491],[0. 0. 0.],10548,Bicycle,Triangle,[0.08501783 0.00075302 0.02721382],"[[-9.99977442e-01 -6.71679227e-03 -1.38612942e-05]
 [-1.67226256e-05  4.25940735e-04  9.99999909e-01]
 [ 6.71678576e-03 -9.99977351e-01  4.26043449e-04]]",[0.29776572 0.09531344 0.00263736],"[[ 0.99198194  0.12634241  0.00307079]
 [ 0.12632712 -0.99197728  0.00474807]
 [-0.00364604  0.00432208  0.99998401]]","[np.float64(576.7680892779729), np.float64(711.6906177295936), np.float64(-0.45472805140721617)]","[np.float32(90.71689), np.float32(29.330704), np.float32(0.2916956)]"
26,../normshapes/Bicycle/D00931.obj,../shapes/Bicycle/D00931.obj,8000,[ 1.61244316e-11  5.54828148e-11 -4.73136197e-12],[ 1.61244316e-11  5.54828148e-11 -4.73136197e-12],[0.56090057 0.56090057 0.56090057],0.2776109,1.2039602,[-0.47858274  0.52141726 -0.30086127  0.2951187  -0.14816453  0.15896392],[0. 0. 0.],14722,Bicycle,Triangle,[0.06941914 0.00123761 0.02036919],"[[ 9.97378135e-01  4.57692582e-02  5.60538223e-02]
 [ 5.59914545e-02  2.64454604e-03 -9.98427746e-01]
 [ 4.58455342e-02 -9.98948538e-01 -7.49250519e-05]]",[0.21226612 0.06341378 0.00665509],"[[ 0.98330698 -0.17433     0.05211944]
 [-0.16051367 -0.96598822 -0.20273658]
 [-0.08568983 -0.19098641  0.97784531]]","[np.float64(-1638.2277929355937), np.float64(2367.042641153513), np.float64(-906.7229443059965)]","[np.float32(71.46409), np.float32(39.12438), np.float32(2.9751017)]"
27,../normshapes/Bicycle/m1473.obj,../shapes/Bicycle/m1473.obj,7986,[-1.73143374e-11  8.76409070e-11 -3.23196049e-12],[-1.73143374e-11  8.76409070e-11 -3.23196049e-12],[-1.05486619 -1.05486619 -1.05486619],0.27040622,1.2039502,[-0.45991683  0.5400832  -0.2807494   0.3163404  -0.15225339  0.15267266],[0. 0. 0.],16156,Bicycle,Triangle,[0.0675371  0.00074272 0.01465337],"[[-9.99996720e-01  2.56131609e-03  7.17821464e-06]
 [ 7.40389581e-06  8.81019356e-05  9.99999996e-01]
 [-2.56131544e-03 -9.99996716e-01  8.81206103e-05]]",[0.08090855 0.0156622  0.00069701],"[[ 9.98809830e-01  4.87735546e-02  2.53783695e-04]
 [ 4.87722037e-02 -9.98802375e-01  3.88423066e-03]
 [-4.42927493e-04  3.86723018e-03  9.99992424e-01]]","[np.float64(1506.5890310060151), np.float64(326.4964440706616), np.float64(131.45740975809295)]","[np.float32(96.71082), np.float32(6.9589562), np.float32(0.22223614)]"
