Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Vertices_bin,Source
17,17,17,17,../shapes\Apartment\D00086.obj,20493,[ 0.0117032  -0.07538239 -0.04032096],[ 0.01170322 -0.07538249 -0.04032103],[1. 1. 1.],0.42838374,2.5434699710574,[-0.920883  0.863162 -0.343487  1.32482  -0.415469  0.293879],[0. 0. 0.],42064,Apartment,Triangle,[0.17361445 0.04179797 0.01156898],"[[ 0.99634248  0.08495874  0.00914742]
 [ 0.08435384 -0.99500204  0.05343571]
 [-0.01364153  0.05246865  0.99852939]]","(12805.333, 73184.0]",Subset
32,32,32,32,../shapes\Apartment\D00860.obj,19857,[ 0.06179465 -0.06686338 -0.01681445],[ 0.06179456 -0.06686355 -0.01681422],[1. 1. 1.],0.58261037,2.250677309054385,[-0.764923  0.927037 -0.760034  0.399913 -0.474753  0.451175],[0. 0. 0.],25206,Apartment,Triangle,[0.22955209 0.08497148 0.04703554],"[[ 0.9980322   0.05509266  0.02994196]
 [ 0.0592148  -0.98516366 -0.16107818]
 [-0.02062351 -0.16253422  0.98648735]]","(12805.333, 73184.0]",Subset
56,56,56,56,../shapes\AquaticAnimal\m70.obj,320,[0.23972651 0.09855128 0.60813349],[0.23972642 0.09855132 0.6081334 ],[1. 1. 1.],0.25417084,1.0700537165694992,[0.025    0.454415 0.025    0.266076 0.025    0.975   ],[0. 0. 0.],560,AquaticAnimal,Triangle,[0.07628209 0.00479749 0.00165825],"[[ 3.46294999e-04  9.99997497e-01 -2.21057301e-03]
 [ 9.87002580e-03  2.20704753e-03  9.99948854e-01]
 [-9.99951230e-01  3.68095700e-04  9.86923681e-03]]","(43.999, 323.667]",Subset
59,59,59,59,../shapes\AquaticAnimal\m73.obj,285,[0.4612261  0.2701536  0.20001645],[0.46122614 0.2701536  0.20001648],[1. 1. 1.],0.32917947,1.1700709415380086,[0.025    0.975    0.025    0.610865 0.025    0.376181],[0. 0. 0.],564,AquaticAnimal,Triangle,[0.10172234 0.01648472 0.0042793 ],"[[ 9.99010901e-01 -4.44516650e-02 -1.12619007e-03]
 [-4.44516925e-02 -9.99011535e-01  6.18719132e-07]
 [ 1.12510437e-03 -4.94429474e-05  9.99999366e-01]]","(43.999, 323.667]",Subset
66,66,66,66,../shapes\AquaticAnimal\m80.obj,1104,[0.50281032 0.11825161 0.18376995],[0.5028103  0.11825162 0.18376987],[1. 1. 1.],0.25333422,1.0658196012804333,[0.025    0.975    0.025    0.308883 0.025    0.416001],[0. 0. 0.],2104,AquaticAnimal,Triangle,[0.06814064 0.00487357 0.00330688],"[[ 0.98597402  0.16264879 -0.0374246 ]
 [ 0.00716541  0.18277593  0.98312848]
 [-0.16674497  0.96960731 -0.17904688]]","(323.667, 1426.0]",Subset
51,51,51,51,../shapes\AquaticAnimal\m65.obj,1004,[0.21253133 0.31948322 0.76287878],[0.21253136 0.31948337 0.7628787 ],[1. 1. 1.],0.17935593,1.174273189191106,[0.025    0.399816 0.025    0.604595 0.025    0.975   ],[0. 0. 0.],1930,AquaticAnimal,Triangle,[0.00212332 0.03030042 0.00766154],"[[-9.99998617e-01 -6.98283511e-04 -1.50970073e-03]
 [-1.38168493e-03 -1.56641092e-01  9.87654625e-01]
 [ 9.26144111e-04 -9.87655345e-01 -1.56639911e-01]]","(323.667, 1426.0]",Subset
53,53,53,53,../shapes\AquaticAnimal\m67.obj,14000,[0.56885554 0.13235448 0.18700061],[0.56885374 0.13235492 0.18700044],[1. 1. 1.],0.2776219,1.0418624798299814,[0.025    0.975    0.025    0.2497   0.025    0.388988],[0. 0. 0.],27996,AquaticAnimal,Triangle,[0.07938266 0.00822952 0.00092245],"[[ 0.99996732  0.00761113 -0.00272676]
 [ 0.0027759  -0.00645299  0.99997533]
 [-0.00759335  0.99995021  0.00647391]]","(1426.0, 19505.0]",Subset
41,41,41,41,../shapes\AquaticAnimal\m55.obj,19505,[0.09274598 0.17740759 0.68372766],[0.09274594 0.17740712 0.68372744],[1. 1. 1.],0.22373748,1.026218370569297,[0.025    0.18151  0.025    0.380146 0.025    0.975   ],[0. 0. 0.],37072,AquaticAnimal,Triangle,[0.05669037 0.00118698 0.00413497],"[[ 0.0615859   0.99809744 -0.00294422]
 [ 0.01668159 -0.00397871 -0.99985294]
 [ 0.99796237 -0.06152773  0.01689488]]","(1426.0, 19505.0]",Subset
83,83,83,83,../shapes\Bed\D00735.obj,453,[-0.13221454  0.1241256   0.04714398],[-0.13221453  0.12412558  0.04714396],[1. 1. 1.],0.48421863,2.3951179128341904,[-0.644923  1.11344  -0.684425  0.73777  -0.312594  0.476146],[0. 0. 0.],684,Bed,Triangle,[0.22168637 0.11605561 0.01230235],"[[ 0.97562333 -0.21766995 -0.02790903]
 [-0.21428134 -0.97234515  0.09288932]
 [ 0.04735643  0.08464461  0.99528522]]","(362.999, 1317.333]",Subset
93,93,93,93,../shapes\Bed\m950.obj,437,[0.39720744 0.44493801 0.49997185],[0.3972077  0.44493774 0.49997178],[1. 1. 1.],0.63385785,1.4844177333930204,[0.025    0.769384 0.025    0.889227 0.025    0.975   ],[0. 0. 0.],724,Bed,Triangle,[0.09869962 0.13116542 0.17607954],"[[ 9.99999994e-01  1.05306742e-04  3.95075068e-05]
 [ 1.07607740e-04 -9.97972517e-01 -6.36462401e-02]
 [-3.27250278e-05 -6.36462440e-02  9.97972522e-01]]","(362.999, 1317.333]",Subset
75,75,75,75,../shapes\Bed\D00307.obj,2644,[-0.13253326 -0.07024604 -0.01286709],[-0.13253328 -0.07024613 -0.01286708],[1. 1. 1.],0.63912725,2.561521723066482,[-0.820216  0.991699 -0.833938  0.872106 -0.213808  0.392634],[0. 0. 0.],5259,Bed,Triangle,[0.010595   0.22648868 0.24233274],"[[-0.03385267 -0.99648686 -0.0766024 ]
 [-0.03944899 -0.07525431  0.99638374]
 [ 0.99864797 -0.03675214  0.03676284]]","(1317.333, 6611.333]",Subset
82,82,82,82,../shapes\Bed\D00650.obj,3752,[-0.01456413 -0.08215799 -0.07833704],[-0.01456432 -0.08215807 -0.07833708],[1. 1. 1.],0.9017601,2.058126779485919,[-0.863733  0.833154 -0.550605  0.377532 -0.421559  0.282019],[0. 0. 0.],7443,Bed,Triangle,[0.62941292 0.0385588  0.15056232],"[[ 0.99865753 -0.04586831 -0.02406747]
 [-0.02542425 -0.02922961 -0.99924934]
 [-0.0451304  -0.99851977  0.03035653]]","(1317.333, 6611.333]",Subset
78,78,78,78,../shapes\Bed\D00538.obj,7136,[-0.00475788  0.1146729   0.10265701],[-0.00475778  0.11467285  0.10265711],[1. 1. 1.],0.9091634,2.1802635842124527,[-0.838246  0.8386   -0.479658  0.702627 -0.325735  0.411787],[0. 0. 0.],13868,Bed,Triangle,[0.59003774 0.04203848 0.19631938],"[[ 0.99558751  0.05642147  0.07498085]
 [ 0.07730096 -0.04012556 -0.99620003]
 [ 0.05319842 -0.9976004   0.04430994]]","(6611.333, 22063.0]",Subset
85,85,85,85,../shapes\Bed\D00839.obj,16364,[ 0.03929743 -0.17861752  0.07427842],[ 0.03929669 -0.17861785  0.07427839],[1. 1. 1.],0.79635864,2.2976935387679847,[-0.800648  0.864395 -0.877287  0.569772 -0.351917  0.290771],[0. 0. 0.],32648,Bed,Triangle,[0.47163259 0.15703885 0.01431196],"[[ 0.97738133 -0.20774634 -0.03958793]
 [-0.21012691 -0.97511799 -0.0706511 ]
 [ 0.0239254  -0.07737155  0.99671521]]","(6611.333, 22063.0]",Subset
96,96,96,96,../shapes\Bicycle\D00033.obj,2192,[-0.07791179  0.06937241  0.00308441],[-0.07791162  0.06937242  0.00308441],[1. 1. 1.],0.6073794,2.307715589262968,[-1.0652    0.878724 -0.389308  0.704617 -0.281626  0.310015],[0. 0. 0.],4448,Bicycle,Triangle,[0.33885282 0.06559482 0.00291916],"[[ 0.99803251  0.06251182 -0.00483595]
 [ 0.06242685 -0.99791997 -0.01608194]
 [ 0.0058312  -0.0157484   0.99985898]]","(435.999, 3820.0]",Subset
108,108,108,108,../shapes\Bicycle\D00750.obj,3053,[ 0.10905722 -0.06173569  0.07690859],[ 0.10905735 -0.06173575  0.07690858],[1. 1. 1.],0.62554955,2.540483244590149,[-0.811559  1.10338  -0.818838  0.736372 -0.167292  0.439656],[0. 0. 0.],5484,Bicycle,Triangle,[0.32831873 0.00887666 0.09508102],"[[ 0.9968443   0.06500636 -0.04555889]
 [ 0.05078154 -0.08109072  0.99541224]
 [-0.06101372  0.99458457  0.08413595]]","(435.999, 3820.0]",Subset
110,110,110,110,../shapes\Bicycle\D00847.obj,22672,[-0.03267946 -0.0202824   0.00303797],[-0.03267961 -0.0202827   0.00303798],[1. 1. 1.],0.51129967,2.4295995249416267,[-0.932407  0.973915 -0.589276  0.732026 -0.361317  0.361906],[0. 0. 0.],44707,Bicycle,Triangle,[0.2200211  0.07509336 0.00847291],"[[ 0.97378863  0.227295   -0.00852596]
 [ 0.2273665  -0.97168163  0.06433729]
 [-0.00633903  0.06458944  0.99789179]]","(3820.0, 22673.333]",Subset
111,111,111,111,../shapes\Bicycle\D00904.obj,5354,[0.08402949 0.12689448 0.00150127],[0.08402947 0.12689433 0.00150127],[1. 1. 1.],0.59847635,2.310577883510474,[-0.959896  0.953013 -0.599316  0.637406 -0.196088  0.191298],[0. 0. 0.],10548,Bicycle,Triangle,[0.29776572 0.09531344 0.00263736],"[[ 0.99198194  0.12634241  0.00307079]
 [ 0.12632712 -0.99197728  0.00474807]
 [-0.00364604  0.00432208  0.99998401]]","(3820.0, 22673.333]",Subset
113,113,113,113,../shapes\Bicycle\D00931.obj,32603,[-0.04375733  0.10297372 -0.06291257],[-0.04375678  0.10297345 -0.06291253],[1. 1. 1.],0.4902495,2.152935815601242,[-0.920573  0.849829 -0.400919  0.684049 -0.432948  0.135958],[0. 0. 0.],64230,Bicycle,Triangle,[0.21226612 0.06341378 0.00665509],"[[ 0.98330698 -0.17433     0.05211944]
 [-0.16051367 -0.96598822 -0.20273658]
 [-0.08568983 -0.19098641  0.97784531]]","(22673.333, 56754.0]",Subset
109,109,109,109,../shapes\Bicycle\D00838.obj,23397,[ 0.01311708  0.00751193 -0.0051244 ],[ 0.01311696  0.00751192 -0.00512439],[1. 1. 1.],0.52300715,2.3327879153101256,[-0.942974  0.971944 -0.638045  0.560247 -0.298061  0.284249],[0. 0. 0.],45925,Bicycle,Triangle,[0.24362526 0.07034634 0.00342274],"[[ 0.98591559  0.16722289  0.00263893]
 [ 0.16721687 -0.98591732  0.00235575]
 [-0.0029957   0.0018813   0.99999374]]","(22673.333, 56754.0]",Subset
155,155,155,155,../shapes\Biplane\m1133.obj,624,[0.27237343 0.50006169 0.19097073],[0.27237374 0.50006145 0.19097051],[1. 1. 1.],0.22627227,1.2405919641676495,[0.025    0.769747 0.025    0.975    0.025    0.311217],[0. 0. 0.],1024,Biplane,Triangle,[0.04716856 0.00391907 0.01927655],"[[-9.98745757e-01  5.00689334e-02  1.20886039e-04]
 [ 1.24714175e-04  7.33332233e-05  9.99999990e-01]
 [-5.00689241e-02 -9.98745762e-01  7.94855514e-05]]","(263.999, 875.667]",Subset
147,147,147,147,../shapes\Biplane\m1124.obj,390,[0.27560516 0.49962668 0.14729012],[0.27560514 0.49962676 0.14729007],[1. 1. 1.],0.2342146,1.148394593198319,[0.025    0.633082 0.025    0.975    0.025    0.240746],[0. 0. 0.],572,Biplane,Triangle,[0.00201574 0.0385104  0.03212752],"[[-1.36153752e-02  9.99857556e-01 -9.97446479e-03]
 [-4.37154684e-04  9.96943621e-03  9.99950208e-01]
 [-9.99907211e-01 -1.36190577e-02 -3.01354799e-04]]","(263.999, 875.667]",Subset
121,121,121,121,../shapes\Biplane\D00069.obj,3242,[-0.07985911 -0.0969623   0.01932961],[-0.07985915 -0.0969622   0.01932962],[1. 1. 1.],0.4217867,2.243805524117529,[-1.06342   0.905137 -0.446842  0.553446 -0.198847  0.199738],[0. 0. 0.],6326,Biplane,Triangle,[0.11319739 0.01443571 0.08909413],"[[ 0.99994821 -0.01009863  0.00126393]
 [-0.00101789  0.0243319   0.99970342]
 [ 0.01012639  0.99965293 -0.02432036]]","(875.667, 6195.333]",Subset
165,165,165,165,../shapes\Biplane\m1146.obj,1700,[0.45669521 0.09253629 0.53583195],[0.45669496 0.09253635 0.5358368 ],[1. 1. 1.],0.14193104,1.317647421471421,[0.025   0.88836 0.025   0.32216 0.025   0.975  ],[0. 0. 0.],3016,Biplane,Triangle,[0.01103001 0.02268628 0.0006983 ],"[[ 9.99999990e-01 -1.40604962e-04  3.02195232e-05]
 [ 4.07567164e-05  7.55561802e-02 -9.97141546e-01]
 [-1.37919777e-04 -9.97141537e-01 -7.55561851e-02]]","(875.667, 6195.333]",Subset
131,131,131,131,../shapes\Biplane\D00490.obj,24998,[ 0.0790611  -0.06882874  0.00600877],[ 0.07906128 -0.06882896  0.00600886],[1. 1. 1.],0.44668588,2.275927608380371,[-0.858495  0.970724 -0.555024  0.710541 -0.26707   0.214749],[0. 0. 0.],46318,Biplane,Triangle,[0.14301776 0.08599932 0.0108647 ],"[[ 0.38438299  0.92311905 -0.01004698]
 [ 0.92280847 -0.38390205  0.03230692]
 [-0.02596607  0.02168967  0.9994275 ]]","(6195.333, 65722.0]",Subset
125,125,125,125,../shapes\Biplane\D00246.obj,14082,[ 0.00877981 -0.03766056  0.01681627],[ 0.00877967 -0.03766051  0.01681641],[1. 1. 1.],0.2578726,2.2586463213113936,[-0.984595  0.998878 -0.395955  0.632082 -0.193048  0.139304],[0. 0. 0.],9353,Biplane,Triangle,[0.0769772  0.0267322  0.00418181],"[[ 9.99181979e-01  4.04186001e-02 -1.30774189e-03]
 [ 4.04302091e-02 -9.99126204e-01  1.05937083e-02]
 [ 8.78416332e-04  1.06379147e-02  9.99943030e-01]]","(6195.333, 65722.0]",Subset
166,166,166,166,../shapes\Bird\D00089.obj,233,[-0.19031002 -0.0385117  -0.06918203],[-0.19031005 -0.0385117  -0.06918201],[1. 1. 1.],0.43310583,2.272784150468972,[-1.16401   0.785119 -0.562623  0.507858 -0.314817  0.154772],[0. 0. 0.],462,Bird,Triangle,[0.1681625  0.05315518 0.02045823],"[[ 0.99999109 -0.00372157  0.0019915 ]
 [-0.00353039 -0.99605696 -0.08864576]
 [-0.00231355 -0.08863794  0.99606122]]","(40.999, 594.333]",Subset
204,204,204,204,../shapes\Bird\m47.obj,101,[0.46271554 0.10376297 0.50037699],[0.46271542 0.10376297 0.50037706],[1. 1. 1.],0.19405879,1.169462987384114,[0.025    0.695803 0.025    0.148154 0.025    0.975   ],[0. 0. 0.],165,Bird,Triangle,[0.02138881 0.00079536 0.02945557],"[[-9.99980859e-01  6.18649972e-03 -9.79619722e-05]
 [ 6.18633738e-03  9.99979618e-01  1.57877625e-03]
 [-1.07727074e-04 -1.57814001e-03  9.99998749e-01]]","(40.999, 594.333]",Subset
194,194,194,194,../shapes\Bird\m36.obj,1289,[0.54145641 0.1968562  0.54987014],[0.5414564  0.19685614 0.5498705 ],[1. 1. 1.],0.2632622,1.5370717198133612,[0.025    0.944541 0.025    0.808922 0.025    0.975   ],[0. 0. 0.],2503,Bird,Triangle,[0.05827045 0.00908958 0.00600302],"[[ 0.05908143 -0.99544192 -0.07486495]
 [-0.51045659  0.03432328 -0.85921824]
 [-0.85787147 -0.08897915  0.50610202]]","(594.333, 1816.667]",Subset
181,181,181,181,../shapes\Bird\D00762.obj,950,[-0.2212756   0.13272609 -0.1092906 ],[-0.2212756   0.13272604 -0.10929067],[1. 1. 1.],0.40443128,2.480124454456,[-1.0453    0.749594 -0.723664  0.858881 -0.387123  0.264739],[0. 0. 0.],1896,Bird,Triangle,[0.02770784 0.08365604 0.09098707],"[[-0.07431567  0.99041142 -0.11645774]
 [ 0.22764026  0.13054544  0.96495482]
 [-0.9709053  -0.04520079  0.23515908]]","(594.333, 1816.667]",Subset
170,170,170,170,../shapes\Bird\D00271.obj,12813,[-0.24979787 -0.03357241 -0.04463066],[-0.24979809 -0.03357234 -0.04463063],[1. 1. 1.],0.47609282,2.350727787882541,[-1.17434   0.735516 -0.67701   0.633247 -0.192772  0.20922 ],[0. 0. 0.],24753,Bird,Triangle,[0.09655686 0.15221999 0.01063064],"[[-0.99795938  0.0552467  -0.03201379]
 [ 0.05396276  0.99775461  0.0396707 ]
 [-0.03413358 -0.03786219  0.99869983]]","(1816.667, 16542.0]",Subset
167,167,167,167,../shapes\Bird\D00113.obj,15871,[-0.22441991  0.12211931  0.1071054 ],[-0.22442049  0.12211964  0.10710564],[1. 1. 1.],0.5789517,2.5734934410825345,[-0.989781  0.729676 -0.565778  0.957181 -0.557952  0.602622],[0. 0. 0.],31702,Bird,Triangle,[0.19256188 0.13327214 0.04264508],"[[ 0.17620271 -0.9836057  -0.03837237]
 [-0.98431392 -0.17641295  0.00213707]
 [ 0.00887142 -0.0373939   0.99926122]]","(1816.667, 16542.0]",Subset
215,215,215,215,../shapes\Bookset\D01050.obj,140,[0.16608897 0.15256474 0.1203733 ],[0.16608895 0.15256464 0.12037329],[1. 1. 1.],0.18622963,0.5112382472693228,[0.       0.275274 0.       0.28956  0.       0.318973],[0. 0. 0.],780,Bookset,Triangle,[0.00533155 0.01666812 0.0146953 ],"[[-0.97909287 -0.20306848  0.01184687]
 [-0.10376698  0.44852217 -0.88772759]
 [-0.17495591  0.87039707  0.46021666]]","(109.999, 271.333]",Subset
225,225,225,225,../shapes\Bookset\D01182.obj,188,[-0.0228914   0.07404049  0.10737686],[-0.02289139  0.07404052  0.10737689],[1. 1. 1.],0.14245172,0.3808522112956495,[-0.108086  0.072563  0.013947  0.246285  0.        0.24173 ],[0. 0. 0.],1020,Bookset,Triangle,[0.00194003 0.00655794 0.01263627],"[[-0.93401264  0.34207152 -0.10299251]
 [ 0.35303184  0.92793996 -0.11956566]
 [-0.05467086  0.14803547  0.9874698 ]]","(109.999, 271.333]",Subset
216,216,216,216,../shapes\Bookset\D01065.obj,360,[3.67882266 0.54069853 0.13212744],[3.678825   0.5406976  0.13212745],[1. 1. 1.],0.21253294,0.6327883668749879,"[ 3.387116e+00  3.888541e+00  4.483350e-01  7.142410e-01 -4.000000e-04
  2.794000e-01]",[0. 0. 0.],918,Bookset,Triangle,[0.01950358 0.01553979 0.01263651],"[[ 0.80951368 -0.58621354  0.03226892]
 [-0.02349791  0.02256841  0.99946912]
 [ 0.58663059  0.80984218 -0.00449464]]","(271.333, 1099.0]",Subset
214,214,214,214,../shapes\Bookset\D01042.obj,668,[-1.87907759  0.84058245  0.00855089],[-1.8790641   0.8405823   0.00855089],[1. 1. 1.],0.08289909,0.4205554221072883,[-1.910849 -1.673169  0.678389  0.885973 -0.056548  0.221452],[0. 0. 0.],2373,Bookset,Triangle,[0.00680619 0.00149186 0.0032743 ],"[[-0.59473913  0.67817922 -0.43169238]
 [ 0.5094645   0.73334003  0.45017588]
 [-0.62187723 -0.04780527  0.78165425]]","(271.333, 1099.0]",Subset
223,223,223,223,../shapes\Bookset\D01135.obj,1645,[4.80657467 2.79129692 2.52166573],[4.806576  2.7912972 2.521684 ],[1. 1. 1.],3.9841533,12.525640271021857,"[-3.2108301e-01  1.0181497e+01 -2.1540400e-01  4.3812661e+00
 -9.3470002e-03  5.0362558e+00]",[0. 0. 0.],10185,Bookset,Triangle,[1.54731641 9.1442887  6.23213545],"[[-0.17582817 -0.98412026  0.02432614]
 [-0.98441857  0.17572058 -0.00650846]
 [-0.00213051  0.02509147  0.99968289]]","(1099.0, 2694.0]",Subset
213,213,213,213,../shapes\Bookset\D01038.obj,2208,[5.05777106 3.98460039 0.55373597],[5.057733  3.9846005 0.5537338],[1. 1. 1.],0.2949911,1.0569363908795006,[4.969709 5.194114 3.424974 4.391839 0.37465  0.73787 ],[0. 0. 0.],14844,Bookset,Triangle,[0.00789832 0.02324809 0.06658495],"[[-0.9980497  -0.06231042  0.00376975]
 [-0.0012716  -0.04008317 -0.99919554]
 [-0.0624114   0.9972516  -0.03992576]]","(1099.0, 2694.0]",Subset
244,244,244,244,../shapes\Bottle\D00711.obj,192,[0.16490112 0.027985   0.00494025],[0.1649011  0.02798502 0.00494026],[1. 1. 1.],0.7844699,2.2413542312471737,[-0.859195  1.04485  -0.381496  0.461388 -0.401455  0.427899],[0. 0. 0.],336,Bottle,Triangle,[0.55981873 0.0491924  0.04919239],"[[-0.99944372  0.03236473  0.00804771]
 [ 0.03000054  0.97789324 -0.2069415 ]
 [ 0.0145674   0.20658495  0.97832022]]","(132.999, 544.0]",Subset
259,259,259,259,../shapes\Bottle\m491.obj,544,[0.2875586  0.53375973 0.23670126],[0.28755838 0.53375924 0.23670135],[1. 1. 1.],0.3085885,1.1711914307699236,[0.025    0.549945 0.025    0.975    0.025    0.465025],[0. 0. 0.],997,Bottle,Triangle,[0.01766528 0.01431882 0.0731941 ],"[[ 9.99949843e-01  1.00072667e-02 -4.06513983e-04]
 [ 5.05803655e-05 -4.56336715e-02 -9.98958240e-01]
 [ 1.00153923e-02 -9.98908115e-01  4.56318888e-02]]","(132.999, 544.0]",Subset
236,236,236,236,../shapes\Bottle\D00281.obj,1304,[ 0.17419633 -0.07189078 -0.01373242],[ 0.17419639 -0.07189081 -0.01373243],[1. 1. 1.],0.5403462,1.8599587168441605,[-0.803887  0.904402 -0.328824  0.192929 -0.284716  0.233906],[0. 0. 0.],1764,Bottle,Triangle,[0.34501291 0.01512023 0.01390463],"[[ 9.99886353e-01 -1.49387220e-02 -2.02869140e-03]
 [-1.50720373e-02 -9.93564947e-01 -1.12256538e-01]
 [ 3.38667446e-04 -1.12274357e-01  9.93677188e-01]]","(544.0, 2000.0]",Subset
